,match_id,team,p_total_time_played_min,p_total_time_played_max,p_total_time_played_mean,p_total_time_played_std,ph_wins_min,ph_wins_max,ph_wins_mean,ph_wins_std,ph_kills_min,ph_kills_max,ph_kills_mean,ph_kills_std,ph_deaths_min,ph_deaths_max,ph_deaths_mean,ph_deaths_std,ph_assists_min,ph_assists_max,ph_assists_mean,ph_assists_std,ph_damage_per_min_min,ph_damage_per_min_max,ph_damage_per_min_mean,ph_damage_per_min_std,ph_time_played_min,ph_time_played_max,ph_time_played_mean,ph_time_played_std,ph_total_kd_min,ph_total_kd_max,ph_total_kd_mean,ph_total_kd_std,ph_kd_ratio_min,ph_kd_ratio_max,ph_kd_ratio_mean,ph_kd_ratio_std,ph_time_played_ratio_min,ph_time_played_ratio_max,ph_time_played_ratio_mean,ph_time_played_ratio_std,ph_damage_per_min_ratio_min,ph_damage_per_min_ratio_max,ph_damage_per_min_ratio_mean,ph_damage_per_min_ratio_std,ph_assists_ratio_min,ph_assists_ratio_max,ph_assists_ratio_mean,ph_assists_ratio_std,ph_win_rate_ratio_min,ph_win_rate_ratio_max,ph_win_rate_ratio_mean,ph_win_rate_ratio_std,pm_win_first
10,38792147,Team0,3851.0,14562.0,6698.0,4430.9051558344145,1.0,1.0,1.0,,13.0,13.0,13.0,,32.0,32.0,32.0,,19.0,19.0,19.0,,943.7967801813952,943.7967801813952,943.7967801813952,,5385.0,5385.0,5385.0,,0.40625,0.40625,0.40625,,3.000709233702551,3.000709233702551,3.000709233702551,,1.5993604538203852,1.5993604538203852,1.5993604538203852,,0.990841062709635,0.990841062709635,0.990841062709635,,1.0055126791620728,1.0055126791620728,1.0055126791620728,,0.6532580271996422,0.6532580271996422,0.6532580271996422,,N
11,38792147,Team1,7294.0,54626.0,20920.0,22652.90746607743,2.0,5.0,3.0,1.7320508075688772,15.0,50.0,28.333333333333332,18.929694486000912,9.0,60.0,27.0,28.61817604250837,20.0,84.0,44.0,34.87119154832539,809.4106543351285,977.0295934243557,879.0323439485609,87.33788687320298,3797.0,16758.0,8694.333333333334,7036.769879236732,0.8333333333333334,2.2222222222222223,1.4351851851851851,0.7127224221454006,0.8468171396745937,1.824884853207085,1.2592309712405543,0.5067208283154994,1.0106978627761205,4.324355614201246,2.2337508749442967,1.8192213781659419,0.9417098470350503,1.0632255881476163,0.9985218201918581,0.06114105947230214,0.8365867261572784,4.348069390039172,2.206064929446273,1.8788893629891446,1.0303847155381098,1.8743931935709344,1.3887939604088986,0.43614280641662195,Y
12,38792274,Team0,10122.0,15848.0,13426.0,2963.142251057144,2.0,2.0,2.0,,59.0,59.0,59.0,,37.0,37.0,37.0,,107.0,107.0,107.0,,1107.1354469014966,1107.1354469014966,1107.1354469014966,,13176.0,13176.0,13176.0,,1.5945945945945945,1.5945945945945945,1.5945945945945945,,1.052234798388352,1.052234798388352,1.052234798388352,,3.2179065274553387,3.2179065274553387,3.2179065274553387,,1.272963015830334,1.272963015830334,1.272963015830334,,3.6616511318242346,3.6616511318242346,3.6616511318242346,,0.45961700756407475,0.45961700756407475,0.45961700756407475,,N
13,38792274,Team1,10911.0,23854.0,14813.0,6134.748188257879,1.0,2.0,1.5,0.7071067811865476,9.0,19.0,14.0,7.0710678118654755,14.0,14.0,14.0,0.0,18.0,28.0,23.0,7.0710678118654755,708.1593164366213,928.1621161321502,818.1607162843858,155.5654715447342,3000.0,3215.0,3107.5,152.02795795510772,0.6428571428571429,1.3571428571428572,1.0,0.5050762722761053,1.0931503456929832,2.1505379016333026,1.621844123663143,0.7476859111476697,0.7414250078810732,0.7792197746474031,0.7603223912642382,0.02672493587383581,0.8667094729560791,1.1098188482841351,0.9882641606201071,0.17190428786449394,0.7529280535415505,1.0972762645914398,0.9251021590664952,0.24349095512283322,0.9462029790882384,2.2176157761646054,1.581909377626422,0.899024610500055,Y
14,38792350,Team0,7609.0,18222.0,12576.6,4053.355683874782,0.0,1.0,0.6,0.5477225575051661,9.0,31.0,18.8,8.955445270895243,8.0,20.0,15.6,4.979959839195493,12.0,42.0,23.2,12.833549781724463,549.0542579074249,1322.620343425178,972.4064881124019,284.2274084204542,3647.0,5694.0,4831.6,805.2746736362692,0.45,1.75,1.2767857142857142,0.5258223636963963,1.0833008323509143,3.4879862688446557,1.6606820112309109,1.0248434685261505,0.8310415791385093,1.51564751926448,1.302165266329745,0.27192246890855315,0.5948034476354435,1.376046014095999,1.0716258918456063,0.3065398137699005,0.6797797010228166,2.1503080082135524,1.220033928282227,0.6507743998116565,0.0,0.9343937326785859,0.4347099796265089,0.4171439518877334,Y
15,38792350,Team1,1621.0,13142.0,7096.333333333333,4009.838134721484,1.0,2.0,1.5,0.7071067811865476,10.0,31.0,20.5,14.849242404917497,27.0,30.0,28.5,2.1213203435596424,27.0,38.0,32.5,7.7781745930520225,660.979322709524,896.1962749855398,778.587798847532,166.32350200440328,7884.0,8093.0,7988.5,147.78531726798843,0.3333333333333333,1.1481481481481481,0.7407407407407407,0.5761610809668166,1.2041030186564345,4.450683550321433,2.8273932844889336,2.295679109608547,1.9484649207114606,1.9615009754965578,1.9549829481040093,0.00921788273846163,0.790343947376395,1.0968461236468605,0.9435950355116278,0.21672976728928062,1.0580878265703169,1.5895147796988287,1.3238013031345728,0.37577560226247625,0.4435231552329211,0.9462029790882384,0.6948630671605798,0.35544831221375406,N
16,38792444,Team0,1711.0,21402.0,8492.0,7779.745272179546,0.0,2.0,1.0,0.816496580927726,5.0,21.0,11.25,7.135591542869215,1.0,28.0,9.5,12.609520212918493,6.0,25.0,16.75,8.88350531415762,671.610228698577,866.5809468147282,808.1662802581831,91.9251289424463,1356.0,6434.0,3301.0,2330.1228866020497,0.42857142857142855,10.5,4.660714285714286,4.934735620705379,0.14129154128004545,2.84442229444721,1.3475019378325732,1.3807186842904833,0.37430077385856897,1.9109164642303356,0.9086643064842599,0.7068173460008982,0.705087161457003,1.0640246259030286,0.9246933305587183,0.15635235334973088,0.30761343245321715,1.217199558985667,0.7581280393637927,0.41463775202829983,0.0,1.8944503521048208,0.9957863202466467,0.7772202818654258,Y
17,38792444,Team1,8141.0,32888.0,18059.666666666668,13083.658598929174,11.0,11.0,11.0,,102.0,102.0,102.0,,129.0,129.0,129.0,,258.0,258.0,258.0,,740.5382415313177,740.5382415313177,740.5382415313177,,32888.0,32888.0,32888.0,,0.7906976744186046,0.7906976744186046,0.7906976744186046,,1.3672584267523986,1.3672584267523986,1.3672584267523986,,8.105164910072887,8.105164910072887,8.105164910072887,,0.9581320050978969,0.9581320050978969,0.9581320050978969,,10.392971930576389,10.392971930576389,10.392971930576389,,1.2503336893109382,1.2503336893109382,1.2503336893109382,,N
18,38792524,Team0,1800.0,3644.0,2552.3333333333335,967.7005390787656,2.0,2.0,2.0,,20.0,20.0,20.0,,8.0,8.0,8.0,,18.0,18.0,18.0,,1229.3878323047709,1229.3878323047709,1229.3878323047709,,3644.0,3644.0,3644.0,,2.5,2.5,2.5,,0.8527743161367921,0.8527743161367921,0.8527743161367921,,0.9601207954053157,0.9601207954053157,0.9601207954053157,,1.3673989402982645,1.3673989402982645,1.3673989402982645,,0.7402135231316725,0.7402135231316725,0.7402135231316725,,2.1890547263681595,2.1890547263681595,2.1890547263681595,,Y
19,38792524,Team1,4963.0,34724.0,14495.333333333334,10727.39388046634,0.0,8.0,3.0,2.82842712474619,12.0,169.0,50.333333333333336,62.03439905944658,5.0,75.0,27.0,28.621670111997307,11.0,119.0,42.5,39.78818920232485,814.6689220942649,1048.202614379085,957.4449398263587,89.01621032726808,1836.0,27375.0,9673.0,9471.252103074863,0.9411764705882353,2.6666666666666665,1.8972709083633452,0.6570103902742468,0.6230025063345923,2.3197293172960896,1.0067206490910732,0.6578606164875429,0.45247758376592734,6.340880219373223,2.348265513965159,2.1459248322774873,0.9510366493296606,1.3561979872735812,1.0949528229414691,0.16004094899256757,0.44311120634240414,6.113995183302114,1.989443448993258,2.104362596326807,0.0,2.0965664925556697,1.0945175159001819,0.8224893281916621,N
20,38792610,Team0,1764.0,14285.0,5941.166666666667,4672.964687076788,0.0,2.0,1.0,1.4142135623730951,6.0,21.0,13.5,10.606601717798213,8.0,9.0,8.5,0.7071067811865476,8.0,30.0,19.0,15.556349186104045,901.657263661158,1049.093655589124,975.375459625141,104.25327252594222,1986.0,4401.0,3193.5,1707.6628765655123,0.6666666666666666,2.625,1.6458333333333333,1.3847507798236556,0.8121660153683734,2.1193633070671662,1.46576466121777,0.9243280693089058,0.4588399186565986,1.1595750879744222,0.8092075033155104,0.4954945900405366,1.0028773300375828,1.1024429831890745,1.0526601566133287,0.07040354851668751,0.3387130580591071,1.2336892052194544,0.7862011316392807,0.632843702657291,0.0,1.4593698175787728,0.7296849087893864,1.031930294268925,N
21,38792610,Team1,2256.0,6549.0,4109.666666666667,2205.610195236986,0.0,2.0,1.0,1.4142135623730951,4.0,21.0,12.5,12.020815280171307,5.0,12.0,8.5,4.949747468305833,8.0,22.0,15.0,9.899494936611665,533.8563829787234,1502.083266855994,1017.9698249173587,684.6397953167378,2256.0,3524.0,2890.0,896.6113985445422,0.3333333333333333,4.2,2.2666666666666666,2.734146220587984,0.3908102477246917,5.630559872309466,3.010685060017079,3.705062491263561,0.592053143068028,0.8985754545059046,0.7453142987869663,0.21674400500269736,0.5954915894382654,1.3939305072238843,0.9947110483310748,0.5645815731294594,0.45318646734854445,1.0186526223392582,0.7359195448439013,0.39984495272541704,0.0,2.1522705311165393,1.0761352655582697,1.5218850875004772,Y
22,38792642,Team0,3822.0,26690.0,15436.25,9777.777060763863,2.0,2.0,2.0,0.0,24.0,26.0,25.0,1.4142135623730951,12.0,29.0,20.5,12.020815280171307,24.0,52.0,38.0,19.79898987322333,500.66629357620207,1142.2741284116391,821.4702109939205,453.68525087455595,3616.0,11255.0,7435.5,5401.588701484036,0.8275862068965517,2.1666666666666665,1.497126436781609,0.946872873657848,0.8050636084754874,1.6705071200187263,1.2377853642471068,0.6119609757461223,0.8927531117350155,2.781579487900493,1.8371662998177543,1.335601939070622,0.6127607296276242,1.2641599485305217,0.9384603390790729,0.4606088049458592,0.8929873472013725,2.1751254880089235,1.5340564176051479,0.9066085737829317,0.5406874166218505,1.9618134482009613,1.251250432411406,1.0048878538503168,N
23,38792642,Team1,1708.0,29273.0,11724.0,11618.88767481638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
24,38792657,Team0,563.0,33704.0,12732.666666666666,12354.563119214969,0.0,1.0,0.3333333333333333,0.5773502691896258,7.0,25.0,13.666666666666666,9.865765724632494,5.0,18.0,9.666666666666666,7.234178138070234,7.0,36.0,18.666666666666668,15.30795000427338,619.6450428396572,989.2334905964996,834.488008554712,191.9835561622975,1634.0,5621.0,3190.3333333333335,2132.4601598466816,1.3888888888888888,1.5,1.4296296296296296,0.06119522830317895,1.0444000983285207,1.571957749132409,1.2413059529074757,0.28808896440250265,0.390629917447406,1.5232124160867155,0.8567817905102153,0.5922579362805919,0.8240947251001871,1.0443304832106741,0.9622711286186938,0.12036523448567635,0.25702997908435976,1.670886075949367,0.8404685116620296,0.7385771775777883,0.0,0.665538228832787,0.22184607627759567,0.38424867557259634,Y
