Unnamed: 0,match_id,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_q25_diff,p_total_time_played_median_diff,p_total_time_played_q75_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_q25_diff,ph_wins_median_diff,ph_wins_q75_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_q25_diff,ph_kills_median_diff,ph_kills_q75_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_q25_diff,ph_deaths_median_diff,ph_deaths_q75_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_q25_diff,ph_assists_median_diff,ph_assists_q75_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_q25_diff,ph_damage_per_min_median_diff,ph_damage_per_min_q75_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_q25_diff,ph_time_played_median_diff,ph_time_played_q75_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_q25_diff,ph_total_kd_median_diff,ph_total_kd_q75_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_q25_diff,ph_kd_ratio_median_diff,ph_kd_ratio_q75_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_q25_diff,ph_time_played_ratio_median_diff,ph_time_played_ratio_q75_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_q25_diff,ph_damage_per_min_ratio_median_diff,ph_damage_per_min_ratio_q75_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_q25_diff,ph_assists_ratio_median_diff,ph_assists_ratio_q75_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_q25_diff,ph_win_rate_ratio_median_diff,ph_win_rate_ratio_q75_diff,target
352,38697672,-172336,-764076,1302359.0,2309108.0,791994.5,-1,351,13.25,103.5,151.75,183,3324,193.25,1005.0,1967.5,14,2722,136.25,975.5,1056.5,-119,6114,521.0,2262.5,3029.0,-189.9,-235.49,-201.95,-116.15,-192.61,1642,1118415,68182.0,363190.0,455951.5,0.06,0.37,0.23,0.24,-0.11,0.11,-0.3,0.07,-0.26,-0.32,-0.02,20.05,1.21,4.25,6.02,-0.2,-0.26,-0.16,-0.1,-0.3,-0.2,21.41,1.37,4.38,7.21,0.04,-0.51,-0.02,-0.04,-0.19,N
278,38689839,-713193,-2111053,596754.75,687921.0,1175164.5,-15,1049,4.0,-10.5,157.25,-159,3590,-100.5,41.5,650.0,-130,14502,213.5,61.0,2301.0,-365,27280,28.25,-42.5,2821.5,-57.38,-237.51,-180.72,-125.33,-95.7,-44117,3459884,16289.0,-37926.0,640148.5,-0.54,-0.92,-0.61,-0.51,-0.34,0.32,1.4,0.21,0.39,0.83,-0.43,37.99,-0.37,-0.75,12.27,-0.31,-0.24,-0.18,-0.06,-0.01,-0.55,45.75,-0.4,-0.78,12.19,-0.22,-0.27,-0.05,-0.0,-0.1,N
116,38666332,207041,-145185,359672.5,493114.5,334555.25,-4,37,-25.25,-16.0,-12.75,-84,2702,-232.25,-311.0,-237.5,-15,1363,-337.5,-174.5,-361.0,-75,-370,-269.75,-31.0,-153.0,-42.7,-12.78,65.83,55.47,87.67,-15511,239484,-76914.5,-26755.5,-43000.75,-0.1,0.67,0.08,-0.0,0.11,0.08,-0.08,-0.09,-0.01,0.0,-0.28,0.99,-0.55,0.43,0.08,0.1,0.04,0.02,-0.08,-0.02,-0.22,0.14,-0.42,0.5,-0.01,0.04,0.03,0.08,0.02,0.06,N
228,38683167,-84186,754107,710301.0,697122.5,1051842.25,-7,23,2.75,59.0,56.0,-97,723,106.25,766.5,808.0,-31,145,120.25,486.0,441.5,-92,-445,93.25,903.0,845.0,172.56,3.16,51.25,62.72,73.3,-7346,92145,12937.25,171682.5,176922.25,0.14,-0.24,0.12,0.05,0.13,0.11,-0.01,-0.02,-0.01,-0.08,-0.14,0.79,0.36,1.66,0.84,0.13,-0.17,0.03,0.01,-0.12,-0.19,-0.67,0.18,1.55,0.51,-0.08,-0.38,-0.12,-0.04,-0.06,N
318,38694162,851255,-71852,746502.75,724781.0,195246.25,31,260,36.75,7.5,-15.0,126,1932,378.75,371.0,891.25,315,1825,297.75,-54.0,242.25,631,3692,670.25,28.5,-769.25,92.46,-19.2,-75.74,51.6,61.75,104804,871258,119527.5,14292.0,-10001.25,0.1,0.19,0.05,0.08,0.08,0.15,-0.57,0.11,0.1,-0.09,1.45,9.79,1.38,0.95,-0.72,0.11,-0.09,-0.06,-0.12,-0.17,1.91,7.53,1.65,1.38,-0.99,0.16,-0.14,0.08,0.02,-0.14,Y
641,38727445,660154,586042,855368.25,1355941.0,1652879.0,27,417,40.75,19.0,13.75,642,6915,582.25,487.0,275.5,338,5888,400.0,450.5,610.5,660,7950,650.75,552.5,491.0,-73.8,-139.15,-67.97,-92.29,36.49,119012,1581879,147437.0,107329.5,99199.75,-0.04,-0.5,-0.21,-0.23,0.18,0.39,-0.13,0.02,0.14,0.14,1.33,13.45,1.15,1.07,0.87,-0.12,-0.52,-0.06,-0.05,-0.01,1.41,10.28,1.08,0.98,0.66,-0.24,-0.89,-0.12,-0.11,-0.33,N
274,38689410,95987,1428819,413818.25,709915.0,1261219.5,-9,137,20.5,119.0,197.25,-121,3616,298.75,1185.5,3954.75,-126,2028,214.5,1484.5,2147.0,-175,1621,550.0,2624.5,3016.75,-66.67,81.87,15.7,9.06,5.17,-27945,521602,71671.0,408229.5,736150.25,-0.03,0.71,0.08,-0.12,0.04,-0.21,-0.27,-0.06,0.02,-0.13,-0.37,14.63,0.9,4.65,6.5,0.07,0.03,0.1,0.06,0.06,-0.45,13.03,0.9,4.28,5.3,-0.06,-0.17,-0.03,0.01,0.06,N
651,38728223,122917,489720,-614173.0,-466761.0,-147906.5,-6,-37,-2.25,-18.5,-67.0,-153,-131,-145.0,-69.0,-910.25,-41,-1026,-73.75,-258.5,-731.25,-90,-1417,-120.5,-630.5,-1506.5,320.5,109.21,11.78,-21.98,-44.52,-16746,-145488,-16509.75,-71383.5,-225485.25,-0.11,0.96,0.11,0.11,-0.2,-0.12,0.78,-0.06,0.07,-0.13,-0.24,-2.32,-0.19,-0.79,-1.4,0.19,0.09,0.02,-0.03,-0.04,-0.16,-2.88,-0.19,-0.83,-1.4,-0.11,0.38,0.04,0.03,0.16,Y
144,38669316,1483152,257791,1861789.0,1154957.5,-42614.75,5,192,31.25,120.5,133.25,27,3389,450.5,1563.5,2646.5,0,3052,367.0,1535.5,1753.0,80,3077,529.75,2171.5,3406.75,272.77,-116.43,89.29,64.66,112.3,8135,577719,123529.0,414027.5,468057.75,0.14,-0.21,-0.06,-0.12,0.13,0.18,0.24,-0.11,0.1,0.1,0.1,-0.86,0.81,3.18,2.65,-0.02,-0.25,-0.04,0.06,0.04,0.13,-1.26,0.88,3.17,3.16,0.19,-0.36,0.09,-0.04,-0.13,Y
394,38701585,72931,-2442594,-1716341.5,-721920.0,-325475.0,-2,-53,-13.0,-82.5,-44.75,-2,-5026,-169.75,-1206.0,-869.0,9,559,-118.75,-980.5,-1132.0,-8,316,-270.25,-1012.5,-445.25,29.59,92.22,-3.16,24.38,24.35,325,-248666,-45889.25,-255208.0,-164777.25,-0.38,-0.28,-0.18,-0.02,0.05,0.27,0.68,-0.02,-0.13,0.2,-0.05,2.25,-0.6,-1.92,-0.35,-0.06,0.06,0.11,0.13,0.05,-0.1,4.68,-0.57,-1.63,-0.06,0.16,-0.67,0.0,0.03,-0.08,N
539,38718701,-153726,667088,18927.25,-817996.0,-886221.0,8,-426,-9.0,-37.5,-118.5,183,-4833,-75.0,-56.5,-1016.75,6,-2778,-42.25,-522.5,-795.75,128,-7407,-8.75,-851.0,-1934.0,371.2,323.06,181.17,174.68,157.25,20116,-1147228,-4184.5,-106704.5,-299298.0,0.31,1.54,0.37,0.28,0.06,-0.33,-0.66,0.17,-0.1,-0.54,0.43,-13.46,-0.1,-1.68,-3.44,0.24,0.34,0.21,0.27,0.33,0.43,-15.64,-0.12,-1.81,-3.35,-0.05,-0.06,0.05,0.1,0.04,Y
640,38727323,178064,1158356,-586843.75,-766709.5,-468579.25,4,-217,-20.0,-79.0,-177.0,-19,-3018,-464.75,-1527.5,-2285.0,70,-2899,-228.0,-852.5,-1081.0,-42,-5013,-406.75,-1860.5,-3682.5,-318.62,-256.08,-178.89,-166.24,-163.47,17732,-837277,-105579.75,-396337.5,-655305.75,-0.25,-0.88,-0.07,-0.34,-0.56,0.14,0.19,0.14,0.2,0.13,0.05,-26.63,-0.7,-3.71,-5.42,-0.11,-0.25,-0.17,-0.19,-0.2,-0.01,-23.33,-0.79,-3.57,-5.62,0.3,-0.13,0.18,0.06,0.02,Y
515,38716196,-29331,-597449,-617719.0,-1040689.0,-1294409.5,-9,-10,7.25,17.5,12.75,-110,745,374.0,513.5,496.25,-87,-1,3.25,247.0,94.75,-215,-540,146.75,628.0,279.0,-5.74,783.59,-8.78,129.55,221.27,-28870,2746,20410.25,104694.0,58935.25,0.79,4.94,0.55,0.68,0.79,-0.44,-0.99,-0.39,-0.23,-0.22,-0.3,0.04,0.19,0.47,0.19,-0.19,0.79,-0.04,0.08,0.28,-0.4,-0.4,-0.02,0.58,0.2,-0.16,0.15,-0.24,-0.26,-0.13,N
268,38688324,195055,-543192,603577.0,657863.0,318742.5,26,-454,98.75,88.0,53.25,670,-3441,1091.25,1152.5,1322.5,635,-1616,1451.25,1175.5,1393.25,547,-3229,1839.25,1894.5,2132.0,214.99,-203.37,100.15,57.96,27.68,124751,-1234865,360087.75,290209.5,212840.25,-0.32,-0.29,-0.32,-0.37,-0.23,0.08,0.15,0.23,0.4,0.48,1.06,-18.36,2.92,2.62,-0.38,0.14,-0.08,0.08,0.1,0.05,1.12,-18.39,3.08,2.83,0.46,-0.12,-0.4,-0.11,-0.13,-0.14,N
482,38712115,-369493,-1968754,-1028477.5,-2213009.0,-2554599.75,-2,-42,-5.0,-8.0,-45.5,-31,239,-31.25,-197.5,-471.0,-90,-362,-90.75,-204.5,-244.0,-58,-1418,-125.0,-348.0,-1423.75,254.18,192.77,192.01,267.6,103.49,-13542,-143864,-28406.75,-47185.0,-206301.75,0.06,0.07,0.38,0.49,0.76,0.25,-0.28,-0.19,-0.15,-0.31,-0.09,-1.18,-0.39,-0.44,-2.05,0.23,-0.0,0.2,0.15,0.17,-0.11,-1.45,-0.32,-0.35,-2.02,0.15,0.26,0.12,0.17,0.09,Y
46,38656497,422712,-262763,-851958.5,-644683.0,-1179975.75,19,31,21.0,7.5,68.25,105,-1990,63.5,216.5,819.5,17,419,91.5,14.5,614.75,376,678,311.25,286.0,881.75,151.76,-131.27,-77.32,13.72,22.98,37617,-93226,29316.0,14649.5,158215.75,-0.14,0.92,-0.33,0.26,0.21,-0.03,0.91,-0.12,-0.07,0.44,0.03,-2.57,0.29,0.55,6.49,0.03,0.06,-0.07,0.07,0.14,0.16,-2.42,0.43,0.95,7.78,0.37,0.42,0.26,0.19,0.38,Y
261,38687388,-43196,-1408595,-1016311.75,-1290535.5,-1625582.75,0,-151,-22.0,-38.5,-80.5,-2,-2257,-290.75,-608.5,-795.0,19,-1670,-319.5,-538.0,-778.25,63,-3244,-568.0,-993.0,-2123.0,63.96,60.72,-188.0,-187.04,2.64,6592,-539244,-102172.75,-163355.5,-277896.25,0.07,0.75,-0.11,0.02,0.7,-0.16,0.22,-0.17,-0.12,-0.02,0.12,-7.2,-1.87,-2.97,-3.49,-0.07,-0.0,-0.16,-0.07,-0.03,0.16,-7.54,-2.04,-3.15,-4.07,-0.22,-0.22,-0.0,-0.0,0.08,N
195,38676681,119473,-659902,476168.5,-890452.5,-1132907.5,-2,-257,-33.5,-80.0,-138.5,-15,-663,-295.0,-1300.5,-1326.5,20,-2251,-285.5,-1359.0,-2118.25,-64,-6875,-561.0,-1436.5,-1565.0,-15.37,319.64,93.54,44.52,142.21,1117,-872157,-99048.25,-304417.5,-471423.5,0.08,2.07,-0.07,0.52,1.7,-0.33,-0.64,-0.33,-0.16,0.22,-0.04,-13.24,-2.01,-4.6,-6.47,-0.06,0.03,0.02,0.02,0.18,-0.25,-10.45,-2.29,-5.64,-4.46,-0.08,0.12,0.14,0.17,0.17,N
708,38735776,356941,606977,811886.25,1192314.5,350984.5,3,135,1.5,11.5,25.25,-10,-134,-3.0,-27.0,560.25,33,1346,34.75,48.5,456.0,116,3135,131.5,345.5,524.25,-395.69,-96.4,-331.01,-298.43,-195.39,13086,527482,11863.25,35502.0,160808.5,-0.32,-2.04,-0.39,-0.24,-0.72,0.31,0.18,0.21,0.21,0.14,0.21,9.46,0.27,0.47,0.95,-0.27,-0.19,-0.32,-0.33,-0.12,0.25,8.13,0.31,0.66,0.87,-0.06,-0.26,-0.1,-0.11,-0.13,N
611,38725447,-421824,1956989,-663129.5,-684084.0,-395642.5,-3,-145,21.0,33.5,14.5,-11,-2836,166.25,427.0,16.5,-44,-1023,94.0,406.0,332.5,-119,-4404,311.5,810.5,177.0,-61.01,5.09,-50.94,-57.54,-15.47,-8150,-562054,54454.75,145035.5,74120.25,0.11,-0.0,0.06,0.0,-0.09,-0.18,-0.4,0.1,0.09,0.04,-0.12,-0.98,0.61,1.28,1.09,0.06,-0.01,-0.12,-0.08,-0.08,-0.28,-1.69,0.61,1.16,1.4,-0.21,0.01,0.03,0.0,0.01,Y
107,38665062,299715,1303621,-259869.75,-467702.5,599051.5,1,392,-42.5,44.5,157.0,16,3217,-319.0,1061.0,1399.25,65,4355,-417.5,1380.0,2847.5,50,5034,-624.0,1020.5,3234.25,-89.32,87.82,-3.79,49.15,82.98,7235,1421832,-135540.75,316598.0,579675.25,-0.17,-0.77,-0.04,-0.16,-0.36,0.29,0.6,0.08,0.09,0.28,-0.03,13.75,-1.34,-2.31,0.57,-0.12,0.01,-0.01,0.01,0.0,0.02,10.89,-1.28,-2.4,0.02,-0.02,-0.08,-0.08,-0.13,-0.08,N
676,38730651,407718,-25602,285375.5,819996.5,1060103.75,-9,704,22.75,263.0,621.0,-130,12688,244.5,3510.5,8566.0,-109,9721,280.0,2627.0,7052.25,-124,15522,473.0,5542.0,10907.25,26.13,-182.68,94.55,118.65,124.67,-25753,2525137,73187.75,855850.0,2015246.25,0.14,1.88,-0.06,-0.06,0.03,-0.22,0.07,-0.01,0.05,0.1,-0.15,11.61,0.88,5.69,18.47,0.06,-0.26,0.02,-0.05,-0.12,-0.17,9.46,0.94,5.96,19.02,0.04,0.4,0.12,0.01,-0.07,Y
529,38717250,157373,270944,1686664.75,1144842.0,1229075.75,6,180,24.75,49.5,99.75,137,3145,441.25,691.0,1453.75,95,2215,396.75,673.0,978.5,91,4443,383.25,1065.5,1331.5,196.1,95.87,9.48,-26.19,-50.7,17532,538393,86852.5,171639.0,318083.75,0.09,-0.37,0.03,-0.06,-0.22,0.21,0.12,0.09,0.1,0.22,0.23,2.9,0.78,1.79,2.21,0.15,-0.11,-0.04,-0.06,-0.07,0.23,2.37,0.83,2.08,3.49,0.35,-0.07,0.04,-0.01,-0.04,Y
333,38695916,-2179861,2320947,-1997944.5,-1931256.0,-816779.25,-7,-224,-18.0,-7.0,-37.25,-107,-4028,-238.0,-60.0,-593.75,-58,-1490,-195.0,-239.5,-512.75,-63,-5183,-362.25,-240.5,-682.0,-12.84,185.52,64.66,61.46,48.13,-13162,-880967,-54859.75,-39142.0,-166195.0,-0.0,0.52,0.18,0.07,-0.18,-0.04,-0.11,-0.16,-0.24,-0.2,-0.13,-4.2,-0.74,-0.46,-0.67,0.03,0.2,0.07,0.07,0.1,-0.15,-3.47,-0.69,-0.52,-0.88,0.22,-0.06,0.12,0.09,0.02,N
100,38663961,-712234,-766774,216767.25,92746.0,-348499.0,4,-15,1.0,14.5,2.5,87,1184,26.75,317.0,464.75,79,239,66.25,234.0,277.25,76,-904,12.0,34.5,3.0,-46.4,-109.98,97.61,13.98,-38.37,19230,-45285,5950.5,43542.5,54184.0,-0.2,-0.12,0.25,0.12,-0.21,0.17,-0.12,0.06,-0.04,0.08,0.17,-1.2,0.28,0.24,-0.04,0.12,-0.15,0.06,-0.0,-0.07,0.16,-2.26,0.19,0.05,0.28,-0.12,-0.07,-0.04,0.08,-0.07,N
361,38698285,10698,-3012416,-462650.75,-291542.0,-846659.75,-4,316,-43.75,84.0,128.5,-86,184,-654.5,1099.5,2621.75,23,-970,-545.75,1129.5,2613.5,63,9901,-714.25,1867.0,2988.75,-346.01,76.78,-18.2,37.82,-16.59,6852,1178508,-148768.25,261025.0,467812.75,0.2,-1.08,-0.08,0.18,0.32,0.23,-0.12,0.04,-0.05,0.11,0.42,25.46,-1.16,0.92,-3.61,-0.36,-0.07,-0.04,-0.03,-0.07,0.28,20.57,-1.22,1.02,-1.26,0.06,-0.25,0.07,0.07,0.01,N
633,38726763,54716,481819,722213.75,618066.0,238542.25,6,-48,29.0,82.5,-2.0,108,-1524,458.25,1322.5,518.75,19,-865,244.0,761.5,1045.75,137,-1693,436.25,1785.5,630.5,309.62,-192.06,79.03,17.85,-117.18,15769,-122931,93754.25,320833.5,151041.25,0.47,-3.1,0.28,0.39,0.38,0.41,0.13,-0.0,-0.14,-0.05,0.22,-1.36,0.8,3.86,4.49,0.11,-0.09,0.1,0.04,-0.16,0.3,-0.76,0.87,3.84,5.28,0.14,-0.1,0.01,-0.02,-0.06,Y
344,38696957,-606902,-28545,-532813.5,-962355.5,-374897.5,-5,-590,-10.0,-54.0,-113.0,-58,1576,-144.75,-842.5,-1934.75,11,-4947,-149.5,-701.0,-1284.0,-106,-9860,-168.5,-1090.0,-2052.75,298.75,367.13,-42.61,-69.55,30.12,2788,-2107846,-30033.5,-216752.0,-386237.0,0.37,0.15,-0.01,-0.01,0.3,0.11,-0.62,-0.17,0.07,-0.1,-0.04,-45.86,-0.0,-1.67,-4.48,0.26,-0.03,0.02,-0.03,-0.05,-0.09,-38.29,-0.02,-2.0,-3.95,-0.2,0.17,-0.09,0.09,0.19,N
179,38673960,-202924,819220,402731.75,12865.5,73359.25,16,-339,25.0,-44.0,-17.75,209,-1456,159.0,-947.0,-741.25,-11,-1736,181.25,-372.0,-1346.0,53,-6018,363.75,-537.5,687.5,30.8,-372.28,-27.81,-110.28,-143.68,26243,-1144983,92764.25,-117094.0,-62797.0,-0.1,-0.01,-0.02,0.21,0.52,0.05,-0.16,-0.11,-0.1,0.07,0.59,-7.47,0.93,-0.46,1.21,0.06,-0.48,0.08,-0.09,-0.16,0.53,-7.02,0.85,-0.53,2.4,0.01,-0.14,-0.07,0.02,-0.05,N
304,38692151,-199675,1471754,-452467.5,717548.5,2085170.0,-5,832,-6.25,-30.5,8.25,-126,2620,-113.25,-412.5,19.5,-89,8706,-131.0,-214.0,369.75,-144,12773,-170.0,-431.5,267.75,-336.58,13.3,-170.81,-154.64,-8.06,-25494,3084612,-27029.25,-76761.5,43125.5,-0.83,0.17,-0.22,0.0,0.18,-0.07,0.88,-0.1,-0.06,0.25,-0.12,53.43,-0.46,-1.19,-0.09,-0.46,0.01,-0.17,-0.12,0.07,-0.22,44.88,-0.5,-1.23,0.09,0.22,0.3,-0.12,-0.12,-0.13,Y
360,38698232,-1009156,23915,-724175.0,325666.0,928412.5,1,378,12.75,51.5,95.5,76,8102,108.5,547.5,673.0,28,5600,77.5,476.0,2480.25,89,4960,447.25,1237.0,1384.0,154.36,-159.65,76.55,16.52,-62.41,18001,992248,28896.5,162980.5,427701.0,0.0,-0.54,-0.06,-0.14,-0.19,0.16,0.8,0.1,0.05,0.12,0.23,12.43,0.82,2.17,4.72,-0.13,-0.01,-0.05,0.08,0.06,0.27,14.68,1.13,3.32,3.5,-0.02,-0.08,-0.09,-0.05,-0.16,Y
680,38731028,250991,1800048,-389851.5,-44062.0,149781.25,15,1254,66.75,247.0,304.25,110,18170,1113.25,3232.0,3310.0,-39,17669,1000.5,3107.5,5289.5,283,30647,934.5,4000.0,5510.75,20.79,151.05,187.85,49.9,-4.93,22933,4380546,205963.5,890879.0,1088273.5,-0.09,0.18,0.17,0.16,0.18,-0.32,0.11,-0.14,-0.27,-0.2,0.35,37.76,1.57,10.57,13.48,0.19,0.02,0.09,0.02,0.04,0.34,46.5,1.32,9.44,10.91,0.38,0.16,0.09,0.09,0.11,Y
149,38669669,-1434121,314763,-1061415.0,-921009.0,-374945.25,-26,-324,-27.75,-56.5,-91.25,-351,-278,-409.25,-645.5,-1152.5,-200,-1334,-437.0,-828.5,-1157.0,-565,-2767,-583.25,-975.0,-1980.25,-238.33,231.99,-130.31,124.68,195.28,-66891,-1151284,-104781.25,-214679.0,-340277.25,0.16,1.9,0.01,0.2,-0.06,-0.29,0.18,0.08,-0.08,-0.02,-0.69,12.13,-1.27,-1.58,-3.38,-0.38,0.26,0.03,-0.02,-0.01,-0.84,24.27,-1.1,-1.64,-3.61,-0.03,0.24,-0.05,0.05,0.16,N
124,38667075,-698784,-1015627,238653.25,303263.5,358092.25,4,-640,4.5,19.5,-26.25,24,-8592,138.0,1.0,-1309.0,-48,-4984,284.0,445.5,28.75,-57,-6445,184.0,730.5,-275.5,-6.16,-264.6,-83.13,-119.02,-193.14,5684,-1906849,39952.75,94443.0,-84518.5,-0.05,0.32,-0.47,-0.6,-0.62,0.02,0.56,0.34,0.4,0.56,0.6,-16.01,0.32,1.38,1.09,-0.13,-0.14,-0.16,-0.21,-0.22,0.45,-13.92,0.37,1.25,0.85,-0.24,-0.0,-0.19,-0.12,0.01,Y
677,38730971,-505870,1384827,-364486.75,39898.0,564247.5,-14,497,-17.5,-76.0,70.25,-219,11186,-199.5,-1787.5,906.25,-88,4465,-275.25,-818.5,1054.0,-245,9938,-573.75,-1409.0,824.0,-171.16,-4.02,-182.94,-44.58,-89.48,-30102,2112698,-113913.25,-318986.0,261192.75,-0.29,0.05,-0.32,0.05,-0.07,0.16,1.06,-0.02,0.19,0.41,-0.34,20.93,-0.55,-1.61,2.38,-0.22,-0.28,-0.08,-0.04,-0.08,-0.43,17.25,-0.41,-1.63,1.79,-0.16,-0.1,0.04,-0.03,-0.0,N
701,38734875,-428603,-466246,100801.5,375574.0,846905.0,-14,176,-19.5,12.0,153.0,-249,5351,-370.5,211.0,2497.25,-124,2398,-199.25,367.0,948.25,-334,1244,-404.0,273.5,3480.0,-56.01,-12.45,-13.88,-36.12,-55.15,-48672,709134,-63694.75,58623.5,450363.5,0.04,0.24,-0.34,-0.17,0.21,-0.07,0.01,-0.11,0.01,0.01,-0.35,2.31,-0.66,0.7,2.26,0.08,-0.13,0.07,0.02,-0.04,-0.32,0.7,-0.88,0.47,2.46,-0.0,-0.0,0.01,-0.03,-0.08,N
185,38674970,-36759,2278591,-23667.0,657795.0,606897.75,10,1,9.5,96.5,185.75,24,-1102,254.0,1545.0,2621.5,50,179,-18.0,491.5,1292.0,69,-4,56.5,1180.0,2263.0,255.99,5.22,-49.87,-66.75,1.52,15243,-126091,25536.75,246644.0,518564.5,0.36,1.1,0.12,0.4,0.94,-0.1,-0.25,-0.17,-0.29,-0.1,-0.04,1.22,0.65,2.69,4.7,0.19,-0.06,-0.05,-0.03,-0.03,0.02,1.88,0.24,2.91,3.9,0.2,0.15,0.01,-0.01,0.08,Y
487,38712614,407486,-952404,388040.5,586665.0,-179012.5,29,-91,22.5,17.0,20.5,208,-1854,430.0,601.0,222.25,305,-1853,326.5,347.0,55.5,728,-947,611.75,492.0,663.25,114.95,79.57,79.28,102.15,53.84,111981,-300531,100816.75,113105.0,70952.25,-0.33,0.15,-0.1,-0.07,0.08,-0.08,0.01,0.12,0.2,0.23,0.52,-2.08,0.97,1.59,1.5,0.03,0.08,-0.06,-0.02,0.01,0.33,-2.35,1.25,1.53,1.56,-0.09,-0.24,-0.16,-0.15,-0.31,N
578,38722028,176450,2053698,1422486.75,2019115.0,1820811.5,8,-149,11.75,23.0,35.75,117,-2646,166.5,358.0,258.5,92,-1145,118.25,226.5,502.75,105,-2359,190.25,328.5,374.5,142.57,39.57,-42.4,-69.69,-37.6,26657,-512968,36491.75,70551.5,105119.0,-0.66,0.39,-1.1,-1.32,-1.2,-0.18,0.65,0.26,0.46,0.64,0.3,-2.83,0.55,0.82,0.44,0.16,0.37,-0.03,-0.09,-0.06,0.24,-1.84,0.51,0.77,0.1,0.0,-0.3,-0.13,-0.21,-0.24,Y
698,38734369,325633,-670381,140018.75,307411.0,-762936.75,-13,-218,49.0,154.5,36.5,-133,-3800,458.5,2175.5,-261.75,-99,-2098,709.75,1630.0,-77.75,-198,-3565,487.5,2797.5,1764.75,-59.24,-44.4,-192.02,-134.63,-80.53,-26725,-766890,164634.5,501384.5,38492.75,-0.46,-0.2,-0.32,-0.29,-0.08,0.13,1.05,0.22,0.13,0.32,-0.21,-6.91,0.97,2.47,-0.99,-0.07,0.02,-0.2,-0.2,-0.14,-0.33,-8.97,0.59,2.84,0.56,0.16,-0.12,-0.07,-0.12,-0.13,N
355,38697868,-462609,-95717,-447119.0,155313.5,192408.75,-7,70,-8.25,4.0,17.0,-81,563,-93.25,-13.0,520.25,-99,596,-100.5,-2.5,267.25,-108,2583,-68.5,388.5,736.0,-88.49,304.88,-63.94,-39.82,16.04,-25920,201857,-23114.25,15871.5,91800.0,0.09,-0.0,0.03,-0.04,0.02,0.02,-0.4,-0.14,-0.08,-0.12,-0.28,-5.02,-0.16,0.32,0.4,0.05,0.28,0.13,0.06,-0.0,-0.25,-4.48,-0.13,0.39,1.4,0.04,0.04,0.05,0.06,0.05,N
321,38694420,-622918,-2683465,461061.0,7784.5,-386704.75,-5,-452,-37.5,-61.0,-99.5,-69,-4301,-585.25,-924.5,-1364.25,-25,-5084,-509.5,-658.5,-829.25,-124,-10057,-713.25,-1364.0,-2895.25,-70.4,28.62,-63.4,-79.41,-1.93,-18357,-1717781,-148929.0,-223366.5,-318833.25,-0.28,-0.34,-0.05,-0.04,-0.36,0.02,0.57,0.34,0.12,0.09,-0.24,-17.28,-1.3,-2.46,-3.65,-0.08,0.01,-0.01,-0.02,-0.01,-0.33,-17.13,-1.38,-2.95,-4.62,-0.03,0.5,-0.05,-0.04,0.08,Y
653,38728422,-202945,-424576,-79681.25,-567108.0,-180135.25,5,356,63.75,144.0,313.5,15,3619,861.0,1190.0,3750.25,-8,3874,319.5,1526.5,3441.5,10,8598,958.0,3349.5,5895.5,68.06,173.32,-65.67,-83.37,-265.37,2221,1368267,201777.5,523784.5,974712.0,0.02,0.89,0.17,-0.03,0.11,-0.26,-0.17,0.05,-0.21,-0.36,0.02,16.48,2.03,5.6,10.07,0.08,-0.02,0.06,0.01,0.06,0.03,13.62,2.02,5.94,10.84,0.17,0.58,0.12,-0.03,-0.12,Y
142,38669091,289336,-594635,-204768.0,-76580.5,-41278.25,3,105,54.75,186.5,166.75,35,-844,646.25,2372.5,2312.25,-51,-299,810.0,2305.5,1907.25,53,9034,844.75,3609.5,4638.0,-333.86,67.96,199.73,211.6,233.64,2639,120874,158096.5,576795.5,546482.25,-0.29,-0.16,-0.38,-0.17,-0.03,0.04,0.33,0.06,0.22,0.15,0.2,7.36,1.47,3.65,-2.02,-0.28,0.1,0.08,0.2,0.21,0.32,7.87,1.48,3.4,3.24,0.23,0.15,0.18,0.16,0.11,Y
