Unnamed: 0,match_id,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_q25_diff,p_total_time_played_median_diff,p_total_time_played_q75_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_q25_diff,ph_wins_median_diff,ph_wins_q75_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_q25_diff,ph_kills_median_diff,ph_kills_q75_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_q25_diff,ph_deaths_median_diff,ph_deaths_q75_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_q25_diff,ph_assists_median_diff,ph_assists_q75_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_q25_diff,ph_damage_per_min_median_diff,ph_damage_per_min_q75_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_q25_diff,ph_time_played_median_diff,ph_time_played_q75_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_q25_diff,ph_total_kd_median_diff,ph_total_kd_q75_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_q25_diff,ph_kd_ratio_median_diff,ph_kd_ratio_q75_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_q25_diff,ph_time_played_ratio_median_diff,ph_time_played_ratio_q75_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_q25_diff,ph_damage_per_min_ratio_median_diff,ph_damage_per_min_ratio_q75_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_q25_diff,ph_assists_ratio_median_diff,ph_assists_ratio_q75_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_q25_diff,ph_win_rate_ratio_median_diff,ph_win_rate_ratio_q75_diff,target
473,38711319,829443,-20812,-193242.5,-184611.5,424072.0,-9,-63,-27.25,-59.0,-64.5,-135,-995,-536.5,-1159.0,-944.5,-140,-787,-278.75,-650.5,-840.0,-209,-1915,-521.75,-784.0,-670.5,-206.46,-20.32,-188.5,-149.27,-140.79,-39158,-243337,-99209.25,-175832.5,-211871.75,-0.11,-0.7,-0.21,-0.24,-0.12,0.29,0.1,-0.04,0.06,0.06,-0.38,-1.95,-0.63,-1.56,-1.41,-0.12,-0.07,-0.13,-0.13,-0.18,-0.44,-1.68,-0.6,-1.68,-1.48,0.08,0.11,-0.08,-0.08,0.04,Y
544,38719037,-189124,-93326,-361651.0,-279228.0,51028.75,26,120,32.75,47.5,41.25,327,3075,352.75,446.5,681.25,344,964,538.5,815.5,1281.5,478,994,712.5,870.5,889.75,-8.71,-283.07,13.49,-59.82,-4.18,87353,339129,101063.5,162562.0,206227.75,-0.07,-1.51,-0.09,-0.33,-1.06,0.4,0.21,0.33,0.16,0.29,0.73,1.74,0.79,1.36,1.46,0.04,-0.58,0.01,-0.07,-0.07,0.85,1.4,0.77,1.24,1.39,-0.06,-0.06,-0.03,0.09,0.05,Y
300,38691857,-488389,-1097657,-476480.0,-296724.5,-839261.75,8,4,-8.75,-2.5,74.25,47,70,-44.0,287.0,656.25,36,-1124,-139.25,-243.0,1155.5,116,563,-162.0,-71.0,1527.5,202.4,-74.55,207.82,158.58,88.66,10867,-107582,-33080.5,-23645.5,280214.75,0.43,-0.37,0.72,0.35,0.18,0.14,-0.71,-0.0,-0.32,-0.44,0.05,-1.81,-0.05,-0.21,2.3,0.25,-0.24,0.12,0.03,0.04,0.14,-3.65,-0.07,0.17,2.94,0.38,0.3,0.1,0.1,0.13,N
432,38706305,-404221,-1034137,-1481752.75,-936464.5,-266380.75,-1,45,-6.75,-20.0,-15.25,-21,1891,-237.75,-343.0,-558.5,-51,963,10.25,-197.5,-321.25,-74,78,-125.0,-252.0,-429.25,-161.28,-150.64,13.41,-99.09,-143.28,-14935,177070,-19738.0,-62421.5,-117173.25,0.0,-0.33,0.08,-0.0,-0.38,-0.04,0.85,0.04,0.02,-0.13,-0.17,-5.27,-0.08,-0.51,-0.62,-0.33,0.04,-0.12,-0.05,-0.04,-0.16,-6.37,-0.08,-0.36,-0.71,-0.1,0.83,0.23,0.12,0.18,Y
177,38673518,-30394,1711407,-66145.75,-427880.0,971301.75,-3,-40,2.25,-4.5,0.0,-111,-4323,-68.25,-123.0,54.0,47,-444,-78.25,-164.0,29.25,-132,-188,55.25,-152.5,-147.25,-141.79,107.62,-72.86,106.22,116.26,-3705,-43168,-6985.5,-34935.5,920.0,-0.22,-2.23,-0.03,-0.15,-0.23,0.36,0.48,-0.04,0.04,0.14,-0.2,-1.22,-0.33,-0.41,-0.05,-0.26,0.14,0.04,0.06,-0.01,-0.3,-5.1,-0.33,-0.32,-0.23,0.01,-0.16,0.08,0.04,0.1,Y
468,38710800,-678528,567663,-433603.75,19060.5,-239381.0,-13,-43,-21.0,-23.0,-34.75,-249,-343,-328.0,-482.0,-390.0,-37,-310,-208.75,-433.0,-360.25,-164,-1488,-317.0,-463.0,-960.0,-220.62,20.68,-60.99,-99.64,-72.25,-33189,-121418,-60344.75,-85927.5,-107488.0,-0.32,-0.46,-0.23,-0.18,0.13,0.23,0.24,0.07,0.01,0.04,-0.61,-1.6,-0.54,-0.62,-1.07,-0.08,-0.0,-0.01,-0.04,-0.09,-0.65,-2.31,-0.68,-0.89,-1.8,0.12,0.01,-0.06,0.04,-0.01,N
456,38709312,1160826,-223608,1021058.25,851460.5,190078.75,-11,-72,-0.5,4.0,-71.0,-130,-1278,-60.0,66.5,-582.5,-31,-728,20.25,127.5,-459.0,-188,-2300,-10.75,75.0,-1859.75,-540.36,145.35,-148.69,-127.96,148.22,-17665,-349488,4969.25,9495.5,-232627.0,-1.27,0.26,-1.15,-1.15,-0.79,-0.31,0.61,-0.0,0.27,0.38,-0.17,-3.01,0.16,0.15,-1.13,-0.69,-0.06,-0.17,-0.18,-0.02,-0.29,-3.81,0.04,0.02,-0.84,-1.05,-0.65,-0.08,-0.04,-0.02,N
83,38661418,-308149,-182715,132708.75,474676.0,320454.5,3,38,24.25,55.5,66.5,21,402,535.0,982.0,1142.5,97,1473,255.25,654.5,828.75,199,-438,344.5,914.5,1040.5,184.69,66.32,67.26,101.57,134.03,17617,101881,47207.25,180704.0,225197.5,-0.03,0.0,-0.37,-0.36,-0.09,-0.1,0.67,0.22,0.12,0.05,0.14,-1.78,0.44,2.31,1.68,0.09,0.19,0.06,-0.11,-0.12,0.42,-3.14,0.55,2.28,1.54,0.08,0.16,0.06,-0.04,-0.11,Y
218,38682026,110276,3569842,35458.5,756245.0,1034454.25,-16,399,13.5,26.5,89.0,-267,5475,128.75,574.0,1136.25,-225,2975,267.75,356.5,962.75,-285,6121,474.75,659.5,2887.25,43.15,-209.28,-99.1,-109.19,-185.78,-53403,1151172,82249.75,104609.5,330328.75,0.28,0.13,0.05,-0.07,0.07,-0.14,-0.42,-0.25,-0.08,-0.2,-0.48,9.45,1.01,2.39,3.57,-0.05,0.03,0.02,-0.04,-0.04,-0.55,10.8,1.34,2.61,4.67,0.03,0.22,0.04,-0.01,-0.0,Y
465,38710648,698046,447212,1683218.5,942273.0,198722.0,5,-164,40.25,89.0,-76.0,-98,2579,458.75,1058.5,1128.75,20,-2404,431.75,952.5,-1556.0,508,-4486,486.25,1156.5,-2335.75,215.45,-154.32,94.46,-28.49,-163.44,54666,-413043,132782.75,268584.5,-375601.0,0.52,1.12,0.57,0.16,-0.16,-0.12,-1.17,0.04,-0.28,-0.53,0.49,-13.55,0.93,1.0,-5.84,0.2,-0.29,0.1,-0.0,-0.25,0.64,-13.68,1.04,0.59,-7.49,0.15,-0.2,0.08,0.02,-0.09,Y
436,38706756,36802,-1468819,-17089.25,-16009.5,136633.25,-6,-86,-5.5,-4.5,3.25,1,-1480,4.0,-98.0,-63.5,-51,-1230,5.25,85.5,65.25,-41,-1631,-99.75,-99.5,-148.75,342.13,-228.64,-62.89,-118.38,-115.35,4521,-283506,-17976.5,-1421.0,-1805.75,0.49,-0.08,-0.31,-0.29,-0.73,-0.04,-0.87,0.41,0.48,0.39,0.08,-4.01,0.03,-0.24,-0.5,0.28,-0.1,-0.13,-0.16,-0.13,0.07,-4.25,-0.07,-0.32,-0.38,0.01,-0.2,0.06,-0.07,-0.15,N
606,38724722,-774076,-252887,307356.25,-144865.0,-229252.5,-4,60,0.25,-120.5,88.75,-85,571,329.5,-863.0,1565.5,-185,-582,-481.25,-1268.0,527.5,-217,521,-674.75,-2240.5,-244.5,76.5,-15.64,45.0,-1.83,-77.52,-47002,330796,-8094.5,-367711.0,424728.0,0.56,0.06,0.38,0.45,0.66,-0.0,-0.32,-0.36,-0.43,-0.4,-1.72,-19.72,-0.98,-4.86,4.62,-0.01,0.15,0.02,0.0,-0.1,-1.69,-27.53,-1.9,-5.86,4.42,0.11,0.01,0.07,0.12,0.15,N
486,38712503,-654915,-482062,-92283.5,107729.5,-541542.5,4,-483,11.5,-10.0,-13.5,159,-7142,184.0,-29.5,-296.25,15,-5998,136.5,-73.5,-68.25,2,-10098,193.0,-153.5,-367.25,-254.7,355.47,-15.22,-82.78,-0.94,15168,-1622937,50987.25,-23900.0,-25522.0,0.06,2.5,-0.06,0.17,0.44,-0.29,-0.1,-0.47,-0.4,-0.2,0.09,-8.68,0.01,-0.73,-0.17,0.0,0.41,-0.04,-0.05,0.01,-0.0,-8.08,0.01,-0.87,-0.55,-0.04,-0.22,-0.07,-0.1,0.01,N
79,38660958,-353620,2383033,-572163.75,-1535486.0,626798.0,0,-212,21.5,42.5,-38.5,44,-476,254.5,642.5,-121.5,45,-1848,245.0,469.5,-404.0,-17,-6096,437.5,832.0,-801.5,334.55,-71.4,134.56,147.57,129.21,9344,-711064,80973.75,182988.5,-151115.0,0.32,-0.21,0.19,0.12,-0.18,0.2,-0.35,0.05,-0.34,-0.2,-0.03,-10.91,0.64,1.28,-1.89,0.32,-0.15,0.26,0.22,0.08,-0.07,-13.18,0.63,1.12,-2.14,-0.15,-0.18,-0.03,-0.09,-0.17,N
23,38653482,273521,851482,580898.25,-269747.5,71027.5,1,280,-0.25,82.0,408.75,-18,6307,-1.25,1645.5,4983.5,28,4292,-15.25,1016.0,3063.5,84,5112,129.0,1306.5,6575.25,-73.73,-131.15,-56.47,-119.58,-90.75,-2041,912068,10089.75,330539.0,1186840.0,-0.08,-0.01,-0.18,0.24,0.07,-0.01,-0.21,-0.13,-0.07,0.06,0.13,3.98,0.25,2.03,11.52,0.01,-0.16,-0.03,-0.02,-0.1,0.18,7.39,0.27,1.8,13.09,0.14,-0.15,0.04,0.04,0.05,N
15,38651668,-261399,83285,-198307.75,15341.5,151676.25,-5,-289,-19.5,-27.0,-260.25,-11,-1332,-234.5,-497.0,-2773.25,-19,-2307,-192.25,-263.0,-2234.25,-54,-7883,-434.25,-365.0,-3735.25,-291.45,260.13,-133.38,88.07,185.03,-4708,-1029168,-74162.0,-98037.5,-830429.0,-0.3,1.02,-0.36,0.06,0.79,-0.42,0.69,-0.17,0.07,0.38,-0.02,-19.45,-0.52,-0.71,-8.73,-0.18,0.25,-0.11,0.03,0.24,-0.05,-19.97,-0.53,-0.81,-8.94,-0.12,-0.14,-0.01,0.08,0.04,N
393,38701361,1079349,156612,1452364.5,887793.5,154241.5,37,77,35.0,69.5,-31.75,390,2371,312.5,955.0,33.75,256,2282,487.25,791.5,1192.5,560,-4533,865.75,1109.5,-1163.75,170.61,-462.62,64.82,-82.48,-373.97,90225,419876,148843.0,250966.5,-46578.25,-0.38,-1.69,-0.27,0.02,-0.35,0.27,0.57,0.26,0.22,0.69,1.14,-1.57,1.71,2.73,-1.72,-0.04,-0.5,-0.0,-0.02,-0.39,1.24,-6.15,1.84,1.8,-4.18,-0.04,-0.83,-0.09,-0.19,-0.38,N
277,38689755,164361,-508996,290392.5,272765.5,-855145.0,8,43,15.5,25.5,1.75,124,799,125.0,315.5,374.0,164,-96,257.0,283.5,376.75,230,62,212.25,358.0,374.0,129.82,-143.15,69.91,43.12,-9.56,41254,110957,44756.75,94447.0,18066.75,0.35,-0.68,-0.01,-0.4,-0.76,0.37,-0.59,0.24,0.13,-0.09,0.4,0.77,0.09,0.65,-0.83,0.1,-0.18,-0.02,0.03,0.04,0.36,1.26,0.1,0.18,-0.68,-0.08,-0.06,-0.08,-0.02,0.07,N
250,38685700,-670664,-14347,311428.5,1474963.5,1382208.0,-3,247,-14.0,45.5,92.25,9,784,-327.75,266.0,961.0,13,4269,-99.25,627.0,818.5,-189,3717,-291.25,858.0,1453.75,-312.58,-120.07,-34.66,-31.21,-95.84,9,738222,-27734.5,161743.0,274983.0,-0.8,-0.08,-0.56,-0.35,-0.16,0.09,1.2,0.28,0.35,0.41,-0.6,5.38,0.38,2.96,7.38,-0.24,-0.21,-0.03,-0.21,-0.18,-0.86,7.27,0.05,3.06,8.35,-0.2,-0.23,-0.15,-0.1,-0.05,N
284,38690230,575484,118095,696484.0,640660.5,1068764.75,5,-1184,-2.25,-2.0,-130.75,14,-5760,-1.5,-179.5,-1708.25,-4,-16212,33.25,-55.5,-978.25,64,-28662,-95.25,201.0,-3174.75,91.02,150.66,142.84,19.71,-71.0,9149,-4016495,-2260.75,-6321.5,-350781.0,0.45,-0.4,0.14,-0.02,-0.19,-0.05,-0.77,0.04,0.0,-0.14,0.1,-44.15,-0.04,0.28,-1.25,0.04,0.06,0.22,0.06,-0.07,0.12,-49.66,-0.06,0.53,-1.48,0.26,0.05,0.02,0.05,0.06,N
404,38702698,200474,-381222,178106.0,-493083.0,-393232.25,1,-26,-1.5,-20.0,-26.5,35,-454,-37.0,-328.5,-333.5,68,-386,31.75,-186.5,-376.25,51,-333,-44.0,-430.0,-436.5,-193.87,-13.67,-129.14,-133.48,-66.52,14173,-58067,1695.25,-55673.0,-79757.0,-0.05,-0.92,-0.35,-0.32,-0.9,0.28,0.1,0.31,0.08,0.12,0.1,-0.7,0.12,-0.12,-0.37,-0.05,-0.03,-0.04,-0.06,-0.11,0.13,-0.69,-0.0,-0.27,-0.52,-0.19,-0.67,-0.21,-0.16,-0.15,N
324,38694846,141482,3407783,2510506.5,2452899.5,2199269.5,11,26,10.0,28.0,58.75,192,3421,35.75,199.5,630.25,104,1073,186.5,323.0,788.75,290,-2998,405.5,1056.0,879.25,-241.36,-129.03,-17.33,-112.29,-191.87,38408,-113875,51381.25,121126.0,215692.0,-0.54,-0.94,-0.35,-0.17,-0.64,0.16,0.24,0.17,0.15,0.1,0.25,3.23,0.41,1.13,2.12,-0.12,-0.12,-0.14,-0.12,-0.14,0.26,1.8,0.42,1.13,1.34,-0.1,-0.2,0.02,-0.04,-0.17,N
481,38711991,-802660,-1213811,-1024502.5,-1286696.0,-1949304.75,1,-16,-2.5,32.0,7.25,86,-376,146.5,338.0,-393.75,0,-12,-62.5,110.0,-118.75,75,773,-66.75,548.5,185.75,241.84,59.81,145.47,107.05,-30.01,-2209,-4671,-4112.75,92353.5,4896.5,0.5,0.19,0.52,0.26,0.08,-0.01,-0.59,-0.08,-0.22,-0.5,-0.06,-0.08,-0.05,1.1,-0.26,0.12,0.23,0.1,0.14,0.15,0.0,1.42,-0.02,1.44,0.11,0.05,-0.04,-0.1,-0.06,-0.04,N
137,38668524,585703,-3828076,-1757213.5,-1778917.5,-2722399.25,-1,-4,-41.5,-65.5,10.25,-68,-893,-648.75,-981.5,-434.5,-44,-326,-700.0,-800.5,-141.25,12,-1231,-921.0,-1364.0,-938.5,-178.05,-93.24,-103.84,-10.73,-109.03,-6494,-170577,-180418.75,-238368.5,14927.25,0.02,0.19,0.18,0.07,0.23,-0.04,0.03,-0.18,-0.12,0.01,-0.01,-5.51,-2.09,-0.92,0.88,-0.22,-0.06,-0.1,-0.19,-0.24,0.06,-6.35,-1.93,-0.86,0.37,0.16,0.12,0.05,0.12,0.17,Y
362,38698316,654464,1411984,1110121.0,904016.0,675017.25,19,-45,-1.25,4.0,28.75,355,-48,134.25,10.0,-215.5,190,817,61.0,101.5,430.75,374,-2698,-57.25,-135.0,1064.5,-2.43,161.18,-7.12,-10.95,53.05,63506,-132037,1380.0,11476.5,142800.75,-0.37,-0.03,-0.29,-0.14,0.1,-0.01,0.29,0.12,0.18,0.19,0.35,1.07,0.03,-0.31,2.77,0.06,0.05,0.04,0.07,0.03,0.31,-0.9,-0.06,-0.35,2.45,-0.13,-0.91,-0.08,-0.19,-0.3,N
396,38701684,52076,1216942,1054310.5,1026311.0,875580.75,4,254,17.25,91.5,189.0,103,5167,301.5,1546.0,1529.75,241,1662,106.5,512.5,1455.5,174,3265,567.75,2542.5,4780.5,44.06,5.7,14.8,18.08,11.01,42191,797280,102531.25,322239.0,738158.0,-0.4,-0.14,0.27,0.2,0.35,0.06,0.81,-0.05,-0.01,0.04,0.23,5.58,1.74,2.0,3.98,-0.03,0.02,-0.03,-0.04,-0.02,0.26,7.6,1.73,2.4,3.94,-0.25,-0.16,-0.13,-0.09,-0.07,N
33,38655302,314472,-1391231,812810.75,285628.0,-112031.25,53,50,153.5,156.5,116.75,468,1526,1761.75,1797.0,-531.75,699,1469,1256.5,1207.0,1094.5,1488,-507,2280.75,3294.5,2947.0,-216.24,-171.5,-270.89,-238.1,-214.62,185393,228766,455345.25,564128.5,350396.75,-0.63,0.22,-0.5,-0.01,0.34,-0.06,1.21,-0.15,-0.04,0.25,2.14,-5.41,4.49,7.34,1.94,-0.28,-0.04,-0.24,-0.18,-0.13,2.56,-5.2,4.78,6.78,2.14,0.1,-0.17,0.05,0.02,-0.02,N
518,38716582,-483660,-409547,-501701.25,-239468.5,-32226.5,-17,-122,1.25,39.0,118.75,-127,-3098,-18.75,506.0,1237.0,-146,-3874,-14.75,454.5,818.75,-179,-2194,-21.0,451.0,1751.0,109.62,-110.13,50.59,0.34,1.49,-56113,-775610,-6722.25,99206.0,301215.25,0.19,-0.53,0.06,0.19,0.07,0.01,-0.26,-0.24,-0.35,-0.26,-0.52,-9.28,-0.29,0.78,3.06,0.08,0.04,-0.0,0.02,-0.02,-0.32,-8.3,-0.34,0.71,2.82,-0.33,0.02,0.16,0.15,-0.0,N
265,38688117,-570822,1535160,-195564.75,749577.0,527540.25,0,1429,-19.25,6.5,10.5,29,8503,-137.75,-69.0,136.25,18,18569,-235.0,-109.0,269.75,16,33533,-321.0,71.0,156.25,-56.81,76.92,-12.56,-34.42,0.46,2530,4870444,-57273.75,12012.0,37388.25,0.04,-0.16,-0.13,-0.05,-0.27,-0.09,0.25,-0.03,-0.04,-0.04,-0.0,52.94,-0.39,-0.04,0.04,-0.29,-0.12,0.03,-0.02,-0.1,-0.01,59.08,-0.44,-0.1,-0.08,-0.16,-0.16,-0.15,-0.1,-0.0,N
581,38722212,366686,-392400,1191084.5,991562.5,632617.5,24,5,-8.75,-19.5,-6.25,216,-2289,-195.75,-272.5,779.5,116,-1299,-276.0,-308.0,379.25,393,2587,-44.5,-63.5,-176.25,-30.97,41.73,-12.42,3.49,43.32,48262,49598,-45247.25,-64288.0,19089.0,0.08,0.02,0.28,0.17,0.1,0.09,-0.24,-0.14,-0.15,-0.12,0.59,-2.26,-0.35,-0.46,0.32,0.01,-0.06,0.06,0.08,0.1,0.87,-2.57,-0.16,-0.18,-0.1,0.08,0.29,0.08,0.06,0.07,Y
9,38650514,-933606,-1970314,-1374917.25,-1362452.0,-442039.0,-40,237,-36.25,16.0,117.75,-293,3978,-218.25,403.5,1863.75,-328,3221,-273.0,311.0,1183.75,-740,5684,-741.75,675.0,1980.0,296.43,202.15,267.84,91.13,112.11,-132058,688579,-126956.25,92164.0,369226.25,0.52,0.18,0.38,0.16,-0.02,-0.01,-0.23,-0.18,-0.26,-0.12,-1.62,1.78,-1.65,-0.03,2.39,0.11,0.33,0.18,0.2,0.29,-1.39,2.27,-1.55,0.07,3.08,0.02,0.3,0.11,0.06,0.05,N
249,38685656,159013,715302,285483.75,702491.0,886538.5,35,280,13.25,-27.0,-29.0,699,3819,343.25,-659.0,-239.25,316,3468,281.0,-378.5,-641.25,536,3668,367.5,-368.5,-2072.0,138.49,10.03,19.77,64.54,72.47,105130,1219027,70347.0,-77431.5,-83052.75,0.27,0.25,0.13,0.24,0.29,-0.23,-0.33,-0.1,0.03,0.04,0.94,9.29,-0.23,-1.17,2.36,0.12,0.16,-0.04,-0.06,-0.02,0.93,6.72,0.09,-1.72,1.36,-0.16,-0.14,-0.09,-0.01,0.01,Y
22,38653373,-1090100,-1230152,-1203973.25,-987676.5,-388070.5,13,-220,20.0,-92.0,-249.75,257,-4566,326.75,-1003.5,-3542.0,173,-1856,145.25,-646.0,-2406.25,313,-4600,99.75,-1295.0,-4433.5,104.63,192.72,11.99,28.74,120.21,62802,-864168,45522.25,-271855.0,-724714.5,0.04,0.31,-0.1,0.02,0.26,-0.17,0.46,0.03,-0.05,0.04,0.33,-2.08,0.43,-2.37,-5.94,-0.03,0.1,-0.08,0.06,0.05,0.29,-3.95,0.25,-2.8,-5.23,-0.13,-0.0,0.1,0.07,0.07,Y
338,38696465,-625468,959762,-408356.75,302535.0,552452.0,-43,-179,-35.75,-128.5,-321.0,-793,-1373,-1321.0,-1929.5,-2220.75,-752,-2013,-243.25,-1321.5,-1436.0,-659,-5121,-680.0,-2599.5,-5497.0,123.51,-50.19,-36.5,-20.1,102.02,-176566,-581175,-146321.75,-586266.0,-1028749.0,-0.47,-1.05,-0.16,-0.21,-0.59,0.24,0.83,0.3,0.22,0.25,-1.27,-14.47,-1.78,-6.6,-11.33,-0.13,0.01,0.02,0.09,0.1,-1.11,-14.34,-2.03,-6.71,-11.74,0.01,0.12,0.05,0.02,0.04,N
221,38682609,-24645,-412347,135323.25,316177.0,-535581.25,-15,155,12.25,-49.0,-75.0,-220,2411,144.75,-131.0,64.25,-102,2361,151.0,-244.5,-1031.5,-289,2009,446.0,-810.0,-2027.75,102.21,87.08,-35.88,-35.74,-29.51,-48068,600299,46162.75,-105755.0,-247809.5,0.45,-0.05,-0.11,-0.14,-0.09,0.07,-0.7,0.08,0.06,-0.03,-0.51,2.23,1.12,0.43,-2.12,0.06,0.24,-0.02,0.06,0.1,-0.5,3.76,1.17,0.43,-3.58,0.08,0.14,0.08,0.1,0.11,Y
444,38707893,-488068,341529,-440585.75,412246.5,403819.25,-3,-255,-16.25,-51.0,-95.5,-59,-3962,-133.5,-467.5,-456.5,-66,-2177,-181.75,-299.5,-587.5,-20,-3749,-278.5,-703.5,-2357.0,42.72,188.78,103.94,181.82,95.98,-9845,-908986,-55184.25,-136170.0,-278552.25,0.04,0.83,0.33,0.38,0.6,-0.09,0.26,-0.02,-0.08,-0.08,-0.02,-2.82,-0.43,-1.28,-3.25,-0.05,0.07,0.19,0.15,0.15,0.01,-0.62,-0.37,-1.09,-3.74,0.16,0.13,-0.03,-0.07,0.02,N
693,38733460,427905,-698736,100840.5,-282667.5,-596406.75,-22,-26,-60.0,-101.0,-89.5,-214,-958,-836.5,-1497.0,-2160.5,-367,-447,-698.0,-895.0,-1543.5,-393,527,-1213.25,-2482.5,-1374.25,-312.31,37.16,-152.04,-71.78,-89.5,-63796,-77856,-233717.25,-377394.0,-306065.25,0.07,0.25,-0.08,-0.08,-0.24,0.1,-0.36,0.13,0.11,0.06,-0.3,4.33,-2.16,-3.25,-2.39,-0.09,-0.05,-0.12,-0.11,-0.14,-0.19,3.96,-2.14,-3.48,-2.82,-0.24,-0.05,-0.03,-0.07,-0.03,N
639,38727276,79327,-97650,-700830.75,-308743.5,-205290.75,-18,-143,-22.5,-51.0,-22.5,-361,-3336,-322.25,-561.0,-713.5,-334,-2464,-279.75,-533.5,-324.5,-725,-1129,-401.0,-501.0,-856.75,-155.38,-204.02,82.45,84.97,50.76,-92484,-415540,-46708.75,-147280.0,-120550.0,0.13,1.75,0.14,0.1,0.25,-0.15,-0.71,-0.1,0.08,-0.14,-0.7,-2.76,-0.86,-1.32,-2.55,-0.08,-0.36,0.02,0.01,0.05,-1.05,-3.25,-1.03,-1.36,-3.09,0.0,0.3,0.09,0.06,0.1,N
591,38723615,-424239,820316,-1135520.75,-429858.0,341485.25,4,167,-6.5,10.5,115.25,-4,2155,-96.0,357.5,1627.75,39,1516,-126.75,336.0,1090.5,79,2475,-57.75,314.0,2368.75,87.09,48.65,27.45,103.17,170.48,8608,572425,-30160.5,32825.5,384434.75,-0.43,-0.02,0.16,-0.04,-0.14,0.03,0.86,0.05,-0.09,-0.27,0.11,10.92,-0.63,-0.14,4.1,0.05,0.12,0.11,0.12,0.16,0.14,10.69,-0.32,0.15,4.34,0.1,0.1,0.09,0.09,0.26,Y
203,38678017,832999,22905,1185290.0,680973.0,591393.25,-2,-114,-1.75,-5.0,-54.75,-32,3887,-94.5,-72.5,-495.25,-3,-1004,41.75,1.5,-635.0,25,-7821,12.25,-165.5,-1381.25,358.44,87.87,4.45,14.78,140.75,-6611,-230708,-27.25,-4189.0,-206272.0,0.07,-1.77,0.1,0.45,-0.32,0.29,0.24,0.11,-0.19,-0.07,-0.03,-8.87,-0.04,-0.39,-1.02,0.32,0.14,-0.08,-0.04,0.01,0.05,-13.21,-0.02,-0.42,-0.91,0.16,-0.16,-0.02,0.02,0.13,Y
411,38703324,-314648,1860271,-353960.5,483367.0,908178.0,7,-278,16.5,21.5,147.25,93,-1957,124.0,264.5,1812.75,116,-7507,-6.75,198.0,944.25,142,-3643,296.0,531.5,3090.5,7.8,33.37,15.26,25.04,50.82,27608,-1062363,45065.75,70572.0,529281.25,0.25,0.9,0.02,0.31,0.43,-0.29,-0.7,-0.17,-0.07,0.01,0.25,-11.32,0.44,2.35,3.7,0.03,0.22,-0.06,-0.05,-0.04,0.26,-9.72,0.58,2.56,4.41,-0.02,-0.29,0.16,0.1,0.05,Y
93,38662578,-274171,658893,1359013.25,1454784.5,331436.0,2,-361,-6.5,17.5,64.75,41,-532,-227.0,77.0,747.75,14,-3109,109.5,341.0,358.0,49,-7992,175.0,483.0,1282.25,-17.14,-28.86,55.35,71.21,73.48,8030,-1160130,-9430.75,75042.0,224260.75,-0.24,0.17,0.1,0.29,0.37,-0.18,0.28,-0.21,-0.16,0.01,0.05,-13.76,0.47,1.31,-1.75,0.11,-0.07,0.08,0.06,0.02,0.02,-15.58,0.28,1.47,-2.47,0.03,-0.23,0.0,-0.07,-0.19,Y
395,38701638,83927,-581108,333235.25,-32144.0,-649805.25,-21,-110,-4.5,4.0,222.5,-137,-5852,11.5,-148.0,1176.0,-133,-5495,12.5,178.5,1141.75,-510,2395,-176.0,499.0,5366.5,80.58,-295.47,-262.76,-297.02,-283.39,-54804,-236565,-4652.25,-15811.0,747073.75,-0.37,0.88,0.06,-0.18,-0.15,-0.26,0.23,-0.07,-0.07,-0.06,-0.42,2.38,0.88,3.1,8.26,0.05,-0.26,-0.14,-0.17,-0.19,-0.64,2.07,1.12,4.38,7.13,-0.07,-0.1,-0.1,-0.1,0.0,N
662,38729189,1436824,749357,1339516.0,1036894.5,963473.0,4,40,12.75,47.5,131.75,11,-411,199.75,337.0,930.25,79,581,156.25,757.5,1382.0,123,-970,180.5,1370.0,2068.25,-26.72,-308.3,-11.88,-29.01,-183.06,20916,3133,46691.75,160049.5,470142.0,-0.44,-0.05,-0.49,-0.45,-0.37,0.08,0.43,0.25,0.34,0.47,0.18,4.24,0.53,1.9,1.94,-0.06,-0.41,-0.07,-0.16,-0.26,0.2,3.14,0.45,2.27,2.64,-0.02,-0.46,-0.07,-0.12,-0.3,N
