account_id,match_id,team,hero_id,kills,deaths,assists,denies,net_worth,winning_team,win
191767332,38711138,Team1,20,5,6,9,1,38164,Team0,N
1752792693,38711138,Team0,13,9,8,7,2,40430,Team0,Y
1260543800,38711138,Team1,3,6,8,10,4,37304,Team0,N
1018313288,38711138,Team0,52,12,5,16,2,48339,Team0,Y
1776173125,38711138,Team1,31,6,10,12,1,35185,Team0,N
130143991,38711205,Team0,6,3,7,15,0,29396,Team0,Y
166126796,38711205,Team0,4,1,7,8,1,28292,Team0,Y
907210747,38711205,Team1,35,2,5,7,3,26946,Team0,N
1425284998,38711205,Team1,12,6,3,11,5,29475,Team0,N
1682265751,38711205,Team0,52,9,6,7,2,31636,Team0,Y
175919461,38711205,Team1,27,6,8,6,0,23440,Team0,N
1144439143,38711205,Team1,3,9,5,6,1,27290,Team0,N
1071714857,38711205,Team0,17,8,5,11,2,30835,Team0,Y
1180548075,38711205,Team1,1,4,11,7,6,27135,Team0,N
1482863137,38711205,Team0,13,7,5,13,0,33561,Team0,Y
884850823,38711205,Team1,50,6,5,10,1,32405,Team0,N
1662419499,38711205,Team0,25,8,4,12,3,36146,Team0,Y
300886209,38711319,Team1,19,1,1,0,0,1506,Team0,N
97417380,38711319,Team1,13,0,0,0,0,1647,Team0,N
906011648,38711319,Team1,7,0,0,0,1,1983,Team0,N
298155885,38711319,Team0,11,0,0,0,0,2978,Team0,Y
1719325310,38711319,Team1,4,0,0,0,0,1525,Team0,N
1122901284,38711319,Team0,50,2,1,0,0,11209,Team0,Y
1243852454,38711319,Team1,10,0,1,1,1,1259,Team0,N
891136769,38711319,Team1,31,1,1,0,1,4160,Team0,N
131256035,38711319,Team0,16,0,0,0,0,2733,Team0,Y
970142860,38711319,Team0,15,0,1,1,0,2953,Team0,Y
1423690634,38711319,Team0,25,0,0,0,0,3160,Team0,Y
1610906733,38711319,Team0,1,0,1,0,2,10233,Team0,Y
891136769,38711461,Team1,31,13,3,7,5,36227,Team0,N
22668900,38711461,Team0,8,5,3,13,2,27986,Team0,Y
906011648,38711461,Team0,7,16,3,6,6,37637,Team0,Y
1610906733,38711461,Team0,19,8,10,12,3,28864,Team0,Y
373553642,38711461,Team1,16,4,9,8,1,20251,Team0,N
377304826,38711461,Team1,11,3,5,12,0,19841,Team0,N
1554906948,38711461,Team1,15,4,9,6,1,22998,Team0,N
1917728392,38711461,Team1,1,5,6,4,5,19377,Team0,N
915808246,38711461,Team0,50,8,5,10,1,25651,Team0,Y
102611109,38711461,Team1,60,0,8,6,0,19581,Team0,N
317116539,38711461,Team0,58,2,4,10,1,27985,Team0,Y
868919811,38711461,Team0,18,1,4,20,4,25650,Team0,Y
446950855,38711477,Team1,50,16,7,4,1,43350,Team1,Y
195215525,38711477,Team0,13,9,8,8,0,44049,Team1,N
49240946,38711477,Team0,27,4,6,8,5,38718,Team1,N
1869028605,38711477,Team1,14,3,4,21,0,36753,Team1,Y
190933205,38711477,Team1,20,7,5,11,1,41162,Team1,Y
900605181,38711477,Team1,10,4,1,15,1,41313,Team1,Y
1118069185,38711477,Team1,18,3,3,23,1,36107,Team1,Y
348939558,38711477,Team0,35,1,6,17,1,29586,Team1,N
1150943406,38711477,Team0,1,2,8,17,1,36652,Team1,N
1890139555,38711477,Team1,31,6,7,16,6,36097,Team1,Y
