Unnamed: 0,match_id,p_total_time_played_min_Team0,p_total_time_played_min_Team1,p_total_time_played_max_Team0,p_total_time_played_max_Team1,p_total_time_played_mean_Team0,p_total_time_played_mean_Team1,p_total_time_played_std_Team0,p_total_time_played_std_Team1,ph_wins_min_Team0,ph_wins_min_Team1,ph_wins_max_Team0,ph_wins_max_Team1,ph_wins_mean_Team0,ph_wins_mean_Team1,ph_wins_std_Team0,ph_wins_std_Team1,ph_kills_min_Team0,ph_kills_min_Team1,ph_kills_max_Team0,ph_kills_max_Team1,ph_kills_mean_Team0,ph_kills_mean_Team1,ph_kills_std_Team0,ph_kills_std_Team1,ph_deaths_min_Team0,ph_deaths_min_Team1,ph_deaths_max_Team0,ph_deaths_max_Team1,ph_deaths_mean_Team0,ph_deaths_mean_Team1,ph_deaths_std_Team0,ph_deaths_std_Team1,ph_assists_min_Team0,ph_assists_min_Team1,ph_assists_max_Team0,ph_assists_max_Team1,ph_assists_mean_Team0,ph_assists_mean_Team1,ph_assists_std_Team0,ph_assists_std_Team1,ph_damage_per_min_min_Team0,ph_damage_per_min_min_Team1,ph_damage_per_min_max_Team0,ph_damage_per_min_max_Team1,ph_damage_per_min_mean_Team0,ph_damage_per_min_mean_Team1,ph_damage_per_min_std_Team0,ph_damage_per_min_std_Team1,ph_time_played_min_Team0,ph_time_played_min_Team1,ph_time_played_max_Team0,ph_time_played_max_Team1,ph_time_played_mean_Team0,ph_time_played_mean_Team1,ph_time_played_std_Team0,ph_time_played_std_Team1,ph_total_kd_min_Team0,ph_total_kd_min_Team1,ph_total_kd_max_Team0,ph_total_kd_max_Team1,ph_total_kd_mean_Team0,ph_total_kd_mean_Team1,ph_total_kd_std_Team0,ph_total_kd_std_Team1,ph_kd_ratio_min_Team0,ph_kd_ratio_min_Team1,ph_kd_ratio_max_Team0,ph_kd_ratio_max_Team1,ph_kd_ratio_mean_Team0,ph_kd_ratio_mean_Team1,ph_kd_ratio_std_Team0,ph_kd_ratio_std_Team1,ph_time_played_ratio_min_Team0,ph_time_played_ratio_min_Team1,ph_time_played_ratio_max_Team0,ph_time_played_ratio_max_Team1,ph_time_played_ratio_mean_Team0,ph_time_played_ratio_mean_Team1,ph_time_played_ratio_std_Team0,ph_time_played_ratio_std_Team1,ph_damage_per_min_ratio_min_Team0,ph_damage_per_min_ratio_min_Team1,ph_damage_per_min_ratio_max_Team0,ph_damage_per_min_ratio_max_Team1,ph_damage_per_min_ratio_mean_Team0,ph_damage_per_min_ratio_mean_Team1,ph_damage_per_min_ratio_std_Team0,ph_damage_per_min_ratio_std_Team1,ph_assists_ratio_min_Team0,ph_assists_ratio_min_Team1,ph_assists_ratio_max_Team0,ph_assists_ratio_max_Team1,ph_assists_ratio_mean_Team0,ph_assists_ratio_mean_Team1,ph_assists_ratio_std_Team0,ph_assists_ratio_std_Team1,ph_win_rate_ratio_min_Team0,ph_win_rate_ratio_min_Team1,ph_win_rate_ratio_max_Team0,ph_win_rate_ratio_max_Team1,ph_win_rate_ratio_mean_Team0,ph_win_rate_ratio_mean_Team1,ph_win_rate_ratio_std_Team0,ph_win_rate_ratio_std_Team1,target
116,38666332,1339499,1132458,2846071,2991256,2189990.83,1915827.67,569291.67,677983.66,5,9,239,202,81.33,87.83,88.69,70.12,55,139,5478,2776,1477.0,1214.17,2027.46,943.4,65,80,3184,1821,937.17,906.5,1179.13,669.45,132,207,3295,3665,1315.83,1490.83,1192.45,1261.87,602.64,645.35,1167.42,1180.2,932.53,895.34,219.75,204.34,18320,33831,859301,619817,274326.17,269590.83,312077.5,209917.06,0.85,0.95,2.41,1.74,1.53,1.39,0.54,0.33,0.71,0.63,1.17,1.25,0.93,0.95,0.2,0.22,0.21,0.49,7.34,6.35,2.77,2.66,2.64,2.17,0.9,0.79,1.28,1.25,1.07,1.07,0.17,0.21,0.23,0.45,6.67,6.54,2.79,2.79,2.39,2.24,0.88,0.84,1.21,1.18,1.06,1.01,0.12,0.13,N
228,38683167,593080,677266,3559223,2805116,2259494.33,1601337.33,1069847.44,766218.74,9,16,112,89,68.5,39.67,46.16,26.05,139,236,1889,1166,1015.33,537.5,693.0,331.79,80,111,1036,891,673.83,422.0,427.58,292.2,207,299,2023,2468,1257.5,937.83,801.41,787.25,872.74,700.17,1154.04,1150.89,1003.43,932.53,125.19,162.97,33831,41177,370497,278352,224542.5,130066.67,147746.95,82216.21,1.15,1.01,1.89,2.13,1.5,1.45,0.34,0.43,0.63,0.52,1.2,1.21,0.9,0.9,0.21,0.25,0.26,0.4,5.46,4.67,2.59,1.85,1.94,1.59,1.02,0.89,1.24,1.41,1.13,1.15,0.09,0.2,0.27,0.46,5.81,6.48,2.74,2.38,2.09,2.26,0.84,0.92,1.13,1.51,1.0,1.13,0.12,0.21,N
318,38694162,1211399,360144,2919404,2991256,2120332.83,1620092.33,596107.71,972431.39,39,8,570,310,151.17,96.17,206.9,114.96,281,155,6337,4405,1874.5,1166.83,2269.87,1617.38,447,132,5175,3350,1468.67,1004.0,1855.38,1212.66,866,235,8198,4506,2384.67,1679.83,2862.17,1656.67,636.55,544.09,975.73,994.93,828.19,807.62,142.73,151.75,142847,38043,1654719,783461,457154.33,266962.17,591872.2,283897.18,0.63,0.53,1.73,1.54,1.28,1.19,0.37,0.36,0.93,0.78,1.44,2.02,1.05,1.1,0.19,0.47,1.88,0.43,17.3,7.51,4.79,2.55,6.14,2.75,0.81,0.7,1.12,1.21,0.95,1.03,0.11,0.19,2.32,0.41,15.95,8.42,4.86,2.84,5.44,3.14,0.92,0.76,1.16,1.3,1.06,1.06,0.09,0.22,Y
641,38727445,1193449,533295,3255140,2669098,2292895.67,1226487.83,809261.38,752781.45,28,1,647,230,153.5,63.17,242.3,85.14,655,13,10432,3517,2460.17,901.83,3909.33,1322.41,343,5,8827,2939,2074.83,712.5,3321.52,1109.72,677,17,11862,3912,2946.83,1135.33,4386.27,1437.38,791.59,865.39,1102.84,1241.99,905.99,968.99,145.51,144.39,120754,1742,2361214,779335,565107.33,202966.33,881804.04,292138.66,0.86,0.9,2.11,2.6,1.34,1.49,0.53,0.59,0.81,0.42,1.65,1.78,1.13,1.02,0.33,0.45,1.36,0.03,19.38,5.93,4.95,1.8,7.1,2.19,0.86,0.98,1.24,1.76,1.03,1.16,0.14,0.3,1.45,0.04,17.04,6.76,4.65,2.1,6.11,2.49,0.82,1.06,1.16,2.05,1.02,1.34,0.12,0.39,N
274,38689410,563342,467355,4856059,3427240,2522098.0,1737974.17,1701890.97,1168802.1,3,12,679,542,247.83,151.67,258.52,201.23,48,169,10079,6463,3772.5,1981.33,4065.91,2364.56,28,154,6143,4115,2439.17,1267.5,2313.73,1472.16,73,248,11959,10338,4436.5,2819.67,4372.39,3811.56,669.13,735.8,1061.47,979.6,864.02,854.84,136.12,96.71,11142,39087,2065772,1544170,799105.83,446596.17,791277.67,563011.42,0.95,0.98,2.64,1.93,1.52,1.41,0.6,0.35,0.52,0.73,1.18,1.45,0.91,1.03,0.28,0.32,0.16,0.54,30.44,15.82,9.67,4.62,11.16,5.73,0.95,0.88,1.14,1.11,1.04,0.98,0.08,0.09,0.16,0.61,31.46,18.43,9.79,5.36,11.48,6.69,0.95,1.01,1.2,1.37,1.07,1.09,0.1,0.14,N
651,38728223,217563,94646,2846071,2356351,1111070.17,1282039.67,1024394.36,782791.12,7,13,132,169,37.17,63.83,47.37,64.05,55,208,2287,2418,609.0,906.17,843.57,947.35,75,116,1603,2629,426.17,840.33,588.87,973.09,151,241,1649,3066,511.17,1264.0,571.64,1163.39,842.05,521.54,1198.99,1089.78,969.62,910.16,135.38,215.08,21724,38470,470644,616132,124500.17,221178.83,172055.9,229269.04,0.52,0.63,2.89,1.93,1.48,1.33,0.79,0.5,0.52,0.64,2.35,1.57,1.13,1.04,0.64,0.34,0.26,0.51,3.58,5.91,1.04,2.0,1.27,2.08,0.97,0.78,1.4,1.31,1.11,1.07,0.16,0.19,0.33,0.49,2.85,5.73,0.96,2.0,0.96,2.0,0.84,0.96,1.58,1.2,1.18,1.09,0.25,0.09,Y
144,38669316,1668932,185780,4185675,3927884,2621777.17,1670701.83,835598.54,1495831.36,14,9,333,141,156.5,60.33,128.12,60.22,212,185,5420,2031,2421.0,816.0,2117.2,754.27,128,128,4569,1517,1992.67,671.67,1701.88,632.84,252,172,5851,2774,3049.33,1165.83,2503.61,1092.28,832.53,559.76,1091.72,1208.15,945.14,859.92,96.81,210.0,47930,39795,1040827,463108,518827.17,197715.0,402684.91,194432.31,0.79,0.65,1.82,2.03,1.27,1.3,0.4,0.47,0.71,0.53,1.56,1.33,1.07,0.98,0.32,0.27,0.44,0.34,10.88,11.75,4.54,3.19,3.83,4.4,0.91,0.93,1.26,1.52,1.08,1.11,0.13,0.21,0.48,0.35,11.29,12.55,4.8,3.38,4.04,4.7,0.9,0.72,1.11,1.48,1.01,1.06,0.08,0.28,Y
394,38701585,112171,39240,3110523,5553117,1737187.0,2746294.5,1316829.44,1775156.12,4,6,594,647,130.0,170.33,235.34,243.93,64,66,5406,10432,1351.17,2688.0,2162.41,3952.41,36,27,9386,8827,1849.5,2250.67,3727.45,3359.14,89,97,12178,11862,2593.33,2926.0,4813.14,4499.63,823.16,793.57,1240.85,1148.63,969.95,939.52,157.78,129.97,11559,11234,2112548,2361214,455725.0,600642.83,837200.13,895976.22,0.58,0.96,2.17,2.44,1.32,1.46,0.56,0.53,0.75,0.48,2.15,1.47,1.14,0.97,0.59,0.36,0.07,0.12,21.64,19.38,4.91,5.18,8.55,7.3,0.87,0.94,1.29,1.23,1.14,1.08,0.15,0.12,0.09,0.19,21.71,17.04,4.9,4.64,8.56,6.38,1.0,0.83,1.14,1.81,1.09,1.19,0.06,0.33,N
539,38718701,695210,848936,4094328,3427240,1911436.17,2200384.67,1178492.16,1077408.69,14,6,116,542,47.0,153.33,36.1,200.95,241,58,1630,6463,763.0,1793.17,500.7,2410.93,77,71,1337,4115,570.67,1335.0,424.95,1470.23,317,189,2931,10338,1019.5,2853.5,961.28,3834.93,938.49,567.29,1279.76,956.7,1061.29,831.56,122.88,145.83,41875,21759,396942,1544170,152099.0,431103.67,124826.52,569998.88,0.92,0.61,3.13,1.59,1.6,1.14,0.78,0.39,0.41,0.73,1.34,2.0,1.01,1.28,0.32,0.52,0.7,0.27,2.36,15.82,1.34,4.67,0.59,5.81,1.05,0.81,1.35,1.01,1.21,0.93,0.13,0.08,0.83,0.4,2.8,18.43,1.69,5.4,0.84,6.79,0.86,0.92,1.32,1.37,1.13,1.1,0.17,0.17,Y
640,38727323,473068,295004,4520794,3362438,1704345.67,1886527.33,1560543.07,1121924.56,18,14,100,317,59.83,156.67,35.96,133.06,183,202,1684,4702,796.67,2253.33,645.69,1834.99,159,89,1310,4209,614.17,1566.0,478.35,1515.14,265,307,1694,6707,1017.67,3182.33,597.36,2675.19,609.42,928.04,925.16,1181.24,807.7,1016.5,112.76,92.18,57500,39768,341226,1178503,190666.67,584418.17,119203.1,472550.9,0.77,1.02,1.72,2.59,1.3,1.7,0.37,0.65,0.64,0.49,1.43,1.24,1.03,0.87,0.33,0.32,0.44,0.39,3.27,29.9,1.97,8.58,1.15,10.95,0.87,0.98,1.18,1.42,1.0,1.18,0.13,0.17,0.46,0.47,3.3,26.62,1.99,8.09,1.16,9.67,1.12,0.81,1.25,1.39,1.16,1.07,0.05,0.2,Y
515,38716196,74454,103785,3110698,3708147,1095683.83,1856328.83,1224460.9,1454965.73,3,12,72,82,40.33,35.17,25.39,26.06,38,148,1458,713,747.83,334.5,477.8,225.5,28,115,662,663,373.0,311.0,259.48,210.95,38,253,1292,1832,851.83,743.5,587.48,622.67,747.93,753.68,1726.23,942.64,1069.18,863.53,357.75,69.75,8841,37711,219264,216518,135887.33,99343.67,89905.24,71855.77,1.36,0.57,6.56,1.62,2.54,1.13,1.99,0.36,0.25,0.69,1.09,2.08,0.73,1.16,0.31,0.48,0.1,0.39,2.51,2.47,1.2,1.06,0.88,0.84,0.78,0.97,1.94,1.16,1.22,1.05,0.42,0.08,0.08,0.48,2.76,3.16,1.37,1.34,1.04,1.06,0.77,0.94,1.64,1.49,1.13,1.27,0.31,0.21,N
268,38688324,469302,274247,4185675,4728867,2338378.67,2045249.83,1343410.12,1644567.97,33,7,428,882,183.5,201.5,135.46,340.01,737,67,6977,10418,2701.5,2370.83,2298.13,4015.76,681,46,5057,6673,2365.17,1635.33,1537.77,2549.62,637,90,9405,12634,4097.33,3240.83,3137.84,4813.97,821.16,606.17,1020.7,1224.07,912.12,868.89,87.21,216.48,140023,15272,1404039,2638904,616549.17,609759.83,431671.56,1015576.06,0.74,1.06,1.58,1.88,1.08,1.39,0.34,0.31,0.7,0.62,1.6,1.45,1.27,0.99,0.35,0.28,1.2,0.14,8.34,26.69,5.1,6.84,2.64,10.2,0.94,0.81,1.19,1.27,1.07,1.02,0.09,0.16,1.29,0.17,8.98,27.37,5.77,7.24,3.11,10.45,0.89,1.01,1.12,1.52,1.01,1.18,0.09,0.18,N
482,38712115,57619,427112,1773184,3741938,856230.5,2533957.5,603613.7,1431448.41,6,8,66,108,23.33,43.67,22.7,42.59,80,111,1259,1020,389.0,509.83,444.55,406.89,68,158,615,977,232.5,427.67,204.78,310.39,138,196,1335,2753,450.0,1117.5,456.77,1104.09,702.69,448.52,1195.62,1002.85,939.26,739.63,193.15,229.43,26761,40303,204658,348522,74091.67,162969.0,68635.47,143694.59,0.76,0.7,2.21,2.13,1.52,1.13,0.55,0.53,0.78,0.52,1.49,1.78,1.06,1.21,0.29,0.47,0.28,0.37,2.81,3.98,0.87,1.73,0.96,1.53,0.82,0.6,1.26,1.26,1.06,0.91,0.17,0.24,0.27,0.37,3.3,4.75,1.03,1.88,1.14,1.78,0.8,0.65,1.42,1.16,1.07,0.92,0.24,0.21,Y
46,38656497,678562,255850,3479175,3741938,1553061.5,2121207.17,1062199.97,1242846.53,28,9,448,417,134.5,104.67,164.16,157.06,191,86,2803,4793,1128.17,1198.0,1089.23,1801.91,126,109,4670,4251,1221.83,989.0,1756.57,1613.26,611,235,8912,8234,2498.33,1994.0,3230.06,3100.68,595.7,443.95,1012.36,1143.63,832.76,838.37,174.19,235.67,78338,40721,1323918,1417144,382860.17,347199.17,490283.02,534685.72,0.45,0.59,2.85,1.93,1.48,1.32,0.91,0.51,0.57,0.61,2.38,1.47,1.25,1.04,0.71,0.31,0.47,0.44,14.47,17.04,5.21,4.0,6.15,6.48,0.77,0.74,1.15,1.09,0.98,0.93,0.17,0.12,0.62,0.47,15.84,18.26,5.99,4.33,6.75,6.92,1.12,0.75,1.59,1.17,1.31,0.99,0.2,0.16,Y
261,38687388,231051,274247,2685733,4094328,1303401.0,2419239.5,962211.06,1467074.18,7,7,21,172,12.33,68.83,5.79,61.38,65,67,296,2553,183.67,936.67,84.78,873.65,65,46,318,1988,139.83,778.5,96.33,679.06,153,90,437,3681,260.33,1609.17,114.75,1361.62,648.34,584.39,1122.2,1061.47,838.98,900.95,197.37,167.34,21864,15272,75883,615127,41350.83,250887.17,20009.35,212569.89,0.9,0.83,2.31,1.56,1.51,1.24,0.66,0.27,0.66,0.81,1.59,1.37,0.99,1.04,0.35,0.2,0.26,0.14,0.58,7.77,0.37,3.4,0.11,2.55,0.81,0.87,1.27,1.27,1.03,1.1,0.2,0.15,0.33,0.17,0.64,8.17,0.43,3.72,0.11,2.7,0.65,0.87,1.29,1.52,1.04,1.1,0.23,0.22,N
195,38676681,296560,177087,3117734,3777636,1526896.0,1960787.83,963621.14,1505202.59,15,17,249,506,92.33,191.5,88.89,184.2,119,134,4237,4900,1473.33,2235.67,1567.89,1887.97,125,105,1997,4248,796.33,2004.33,840.39,1829.33,274,338,3931,10806,1673.0,3621.17,1443.36,3858.07,616.3,631.67,1367.09,1047.45,981.29,868.3,260.52,149.74,46542,45425,845050,1717207,304639.17,644232.33,317979.68,637841.94,0.84,0.76,3.7,1.63,2.13,1.29,1.25,0.31,0.34,0.67,1.3,1.94,0.8,1.02,0.43,0.47,0.38,0.42,7.22,20.45,2.49,7.6,2.66,7.29,0.77,0.83,1.42,1.39,1.14,1.09,0.24,0.18,0.39,0.65,7.96,18.41,2.85,7.39,2.96,6.27,0.9,0.98,1.5,1.38,1.25,1.14,0.22,0.16,N
708,38735776,483777,126836,3117594,2510617,1720284.67,1036257.17,967222.08,1059470.72,11,8,305,170,78.67,47.17,115.17,63.91,133,143,2497,2631,813.67,719.83,958.8,956.72,103,70,2898,1552,783.0,433.33,1100.83,572.77,203,87,6864,3729,1731.83,967.5,2584.2,1418.64,574.32,970.01,1354.01,1450.42,906.69,1172.0,305.96,196.99,36171,23085,1059733,532251,282242.5,145887.0,400892.34,197029.47,0.86,1.18,2.25,4.29,1.38,2.07,0.51,1.17,0.64,0.33,1.27,1.09,0.99,0.78,0.26,0.31,0.43,0.22,12.62,3.16,3.17,1.18,4.73,1.15,0.86,1.13,1.54,1.73,1.13,1.38,0.29,0.21,0.43,0.18,11.69,3.56,3.1,1.29,4.34,1.35,0.86,0.92,1.08,1.34,1.0,1.13,0.1,0.16,N
611,38725447,427112,848936,4803060,2846071,1981551.0,2112991.5,1531890.53,749434.72,3,6,147,292,70.5,79.83,52.12,108.66,47,58,1664,4500,905.5,1244.5,636.61,1679.14,27,71,1561,2584,823.33,816.17,619.76,938.35,70,189,2292,6696,1275.17,1740.33,873.02,2503.81,715.89,776.91,1000.52,995.43,869.15,906.02,110.88,85.96,13609,21759,399850,961904,232199.83,266431.5,159333.76,357299.37,0.93,0.82,1.74,1.74,1.24,1.23,0.3,0.36,0.61,0.79,1.6,2.0,1.1,1.15,0.34,0.45,0.15,0.27,4.74,5.71,2.48,2.0,1.76,2.06,0.93,0.87,1.15,1.16,1.01,1.07,0.09,0.1,0.12,0.4,4.7,6.39,2.56,2.19,1.84,2.29,0.64,0.84,1.23,1.22,1.0,1.02,0.21,0.15,Y
107,38665062,524469,224754,3843397,2539776,2001791.83,1763129.33,1281124.4,852434.44,19,18,740,348,272.33,171.5,287.83,126.49,213,197,7680,4463,3160.0,2145.33,2975.85,1666.35,201,136,7525,3170,3185.33,1602.0,3093.63,1200.29,399,349,12772,7738,4837.0,3182.83,5098.76,2820.05,748.69,838.02,1029.18,941.35,900.6,872.33,106.13,43.12,60564,53329,2778189,1356357,1014595.67,607366.17,1072819.29,495996.74,0.8,0.97,1.21,1.98,1.06,1.34,0.15,0.39,0.98,0.69,1.86,1.26,1.27,1.03,0.33,0.19,0.65,0.67,30.06,16.31,10.01,8.4,11.53,7.0,0.78,0.9,1.13,1.12,1.0,1.02,0.12,0.08,0.79,0.78,27.24,16.35,9.36,8.36,10.52,7.0,0.94,0.96,1.11,1.19,1.02,1.1,0.08,0.09,N
676,38730651,932187,524469,4358744,4384346,2617703.83,2072801.0,1493097.19,1434226.56,6,15,952,248,392.67,75.33,418.05,97.32,60,190,15456,2768,5801.33,970.33,6522.37,1182.32,15,124,11731,2010,4492.67,677.5,4996.64,792.51,93,217,20302,4780,7846.5,1519.67,8426.06,1918.11,814.01,787.88,1102.16,1284.85,973.58,924.59,117.28,188.88,11409,37162,3369325,844188,1340733.33,269884.0,1460458.49,349298.0,0.99,0.84,4.0,2.12,1.68,1.36,1.17,0.47,0.32,0.54,1.25,1.17,0.94,0.93,0.35,0.24,0.19,0.34,33.03,21.42,12.18,4.71,14.14,8.35,1.05,0.99,1.23,1.49,1.11,1.17,0.07,0.18,0.24,0.41,31.08,21.63,12.05,4.75,13.53,8.4,0.97,0.94,1.79,1.39,1.21,1.12,0.29,0.17,Y
529,38717250,519608,362235,3708147,3437203,2551142.67,1577404.83,1154427.96,1175522.44,9,3,314,134,127.0,57.33,119.33,54.94,184,47,5130,1985,1971.5,849.83,1904.15,800.38,122,27,4072,1857,1604.17,764.0,1527.14,829.13,161,70,7693,3250,2570.17,1196.67,2748.25,1199.69,861.53,665.43,1210.14,1114.27,968.14,934.46,131.41,162.98,31141,13609,998015,459622,407150.33,186368.33,376012.63,183798.38,1.01,0.92,1.51,1.89,1.27,1.37,0.21,0.39,0.82,0.61,1.47,1.35,1.11,0.96,0.23,0.24,0.37,0.15,7.41,4.51,3.44,1.86,2.78,1.84,0.99,0.84,1.16,1.27,1.07,1.1,0.06,0.15,0.36,0.12,7.34,4.98,3.9,2.04,3.0,1.87,0.99,0.64,1.12,1.18,1.04,1.0,0.05,0.2,Y
333,38695916,250373,2430234,5553117,3232170,1754925.83,2786073.67,2036270.79,305953.43,4,11,128,352,42.0,94.33,47.54,131.36,49,156,1914,5942,637.5,1524.83,700.51,2231.87,55,113,1446,2936,472.67,941.17,544.62,1073.69,78,141,3069,8252,833.5,1993.33,1133.05,3113.01,819.69,832.53,1232.64,1047.11,1001.26,933.76,140.38,87.19,13679,26841,456064,1337031,139467.33,346310.33,168345.55,503563.53,0.89,0.89,2.54,2.02,1.48,1.38,0.56,0.43,0.64,0.68,1.28,1.39,0.92,1.08,0.22,0.25,0.14,0.27,3.74,7.94,1.3,2.44,1.43,2.85,0.98,0.96,1.39,1.18,1.15,1.06,0.14,0.08,0.15,0.31,4.41,7.88,1.41,2.48,1.6,2.79,1.04,0.82,1.15,1.2,1.07,1.0,0.04,0.13,N
100,38663961,260829,973063,2975164,3741938,1909387.83,2164552.67,993873.83,1095152.53,13,9,140,155,59.5,57.33,51.84,59.85,226,139,2541,1357,1016.0,624.5,960.64,566.19,159,80,1789,1550,773.83,592.5,710.3,647.24,283,207,2073,2977,946.0,1073.0,728.8,1059.41,559.76,606.17,1012.92,1122.89,864.4,874.19,161.61,191.1,53061,33831,420884,466169,194362.83,175666.0,160205.8,175126.89,0.65,0.86,1.69,1.81,1.32,1.34,0.37,0.43,0.8,0.63,1.33,1.45,1.05,1.02,0.21,0.29,0.65,0.49,4.4,5.6,1.89,1.96,1.51,2.06,0.93,0.81,1.18,1.33,1.05,1.06,0.1,0.2,0.61,0.45,4.03,6.29,1.84,2.07,1.44,2.25,0.72,0.84,1.2,1.27,1.01,1.05,0.18,0.17,N
361,38698285,454421,443723,3342093,6354509,1556217.33,2412248.67,988673.18,2057038.21,13,17,852,536,263.0,173.5,318.09,188.49,208,294,8376,8192,3168.83,2471.0,3225.47,2866.63,112,89,5419,6389,2426.83,1874.17,2432.55,2278.76,263,200,18747,8846,5679.33,3098.33,7107.93,3156.92,577.4,923.41,1307.68,1230.9,1012.02,1056.22,244.15,119.47,44055,37203,3057914,1879406,923904.33,597440.0,1155463.57,670284.23,1.04,0.84,2.22,3.3,1.66,1.71,0.52,0.85,0.66,0.43,1.24,1.36,0.85,0.81,0.26,0.32,0.74,0.32,44.6,19.14,11.12,7.66,16.98,8.53,0.82,1.17,1.4,1.47,1.19,1.29,0.2,0.11,0.69,0.4,40.74,20.17,10.78,7.63,15.49,8.45,1.08,1.03,1.42,1.68,1.2,1.2,0.12,0.25,N
633,38726763,279470,224754,2503715,2021896,1407330.5,967058.67,755158.33,752231.29,10,4,257,305,123.17,105.83,101.16,134.01,197,89,3724,5248,1761.0,1486.0,1400.82,2061.39,84,65,2033,2898,1109.67,794.83,909.13,1093.7,217,80,5171,6864,2419.83,2045.33,2072.59,2773.22,883.94,574.32,1207.72,1399.78,991.34,976.26,115.23,285.54,34543,18774,936802,1059733,450350.5,342515.5,379395.54,441139.26,1.33,0.86,2.35,5.44,1.76,1.97,0.4,1.73,0.66,0.25,1.13,1.0,0.84,0.79,0.18,0.29,0.43,0.2,11.26,12.62,5.13,3.29,4.54,4.83,1.06,0.95,1.36,1.45,1.16,1.16,0.11,0.22,0.46,0.16,10.93,11.69,5.16,3.01,4.48,4.47,0.98,0.84,1.17,1.26,1.06,1.07,0.07,0.15,Y
344,38696957,224754,831656,4685672,4714217,1859818.83,2381297.0,1848806.81,1565188.11,12,17,365,955,74.0,212.5,142.59,367.47,143,201,6053,4477,1184.5,1580.83,2385.36,1662.65,104,93,4898,9845,943.33,2240.33,1937.98,3776.04,201,307,5691,15551,1205.33,3602.17,2198.4,5931.22,788.66,489.91,1397.01,1029.88,971.49,878.74,236.81,205.64,41918,39130,1341671,3449517,267244.67,758759.33,526412.16,1331232.06,0.83,0.45,2.31,2.16,1.49,1.34,0.6,0.59,0.51,0.4,1.38,1.99,0.98,1.11,0.32,0.52,0.42,0.47,11.46,57.32,2.52,11.53,4.39,22.55,0.9,0.64,1.63,1.66,1.14,1.11,0.26,0.33,0.44,0.52,11.52,49.82,2.61,10.33,4.39,19.48,0.73,0.94,1.49,1.32,1.1,1.06,0.29,0.14,N
179,38673960,725525,928449,3754110,2934890,2255866.33,2044493.33,1069995.92,897611.57,36,20,413,752,168.17,230.17,170.46,284.87,443,234,5470,6926,2238.33,2786.0,2187.72,2698.06,209,220,4768,6504,1592.0,2224.67,1717.55,2500.09,460,407,9307,15325,3489.17,4369.17,3827.46,5769.57,745.82,715.02,970.8,1343.08,886.55,1006.08,107.42,236.34,103723,77480,1379711,2524694,562114.83,767933.0,560408.88,954639.63,0.96,1.06,2.37,2.38,1.61,1.47,0.6,0.49,0.64,0.6,1.14,1.3,0.87,0.92,0.22,0.24,1.05,0.46,20.12,27.59,7.1,7.88,8.11,10.61,0.96,0.89,1.13,1.6,1.07,1.18,0.06,0.26,1.0,0.47,20.23,27.24,7.38,7.85,8.38,10.42,0.93,0.91,1.17,1.31,1.07,1.11,0.1,0.14,N
304,38692151,224754,424429,4714217,3242463,2455335.33,1721044.17,2061820.58,995527.49,8,13,955,123,198.83,67.33,373.49,50.19,114,240,4477,1857,1279.17,976.0,1689.04,736.29,65,154,9845,1139,2036.33,594.67,3865.69,417.89,152,296,15551,2778,3338.5,1307.83,6049.06,1032.38,489.91,826.49,1140.33,1127.02,875.06,1003.05,234.54,101.91,25178,50672,3449517,364905,704630.17,208258.33,1354131.1,149831.42,0.45,1.29,2.56,2.39,1.47,1.58,0.73,0.41,0.59,0.66,1.99,1.11,1.02,0.87,0.54,0.17,0.26,0.39,57.32,3.89,10.75,2.26,22.86,1.64,0.64,1.1,1.33,1.33,1.06,1.18,0.26,0.08,0.3,0.51,49.82,4.94,9.6,2.52,19.78,1.9,0.99,0.77,1.52,1.22,1.12,1.12,0.2,0.17,Y
360,38698232,177087,1186243,3117594,3093679,1624649.67,1671100.17,1237335.06,718392.97,11,10,645,267,186.17,87.5,244.67,106.69,133,57,11276,3174,2824.33,1166.0,4295.4,1358.16,103,75,8164,2564,2383.67,771.5,3231.17,967.75,280,191,10883,5923,3266.33,1743.0,3977.1,2251.51,795.82,641.46,1047.45,1207.1,933.1,927.17,101.98,214.14,47620,29619,1837866,845618,574135.67,268076.83,709558.29,329643.52,0.76,0.76,1.63,2.17,1.23,1.41,0.29,0.47,0.7,0.54,1.94,1.14,1.11,0.89,0.45,0.23,0.59,0.35,17.62,5.19,6.14,2.31,6.7,2.25,0.83,0.96,1.39,1.4,1.15,1.15,0.22,0.16,0.6,0.33,20.34,5.65,6.79,2.53,7.32,2.43,0.87,0.9,1.31,1.39,1.1,1.18,0.16,0.19,Y
