account_id,p_total_matches_played,p_total_kills,p_total_deaths,p_total_wins,p_total_assists,p_total_time_played,p_avg_kills,p_win_rate
846655960,650,5416,4018,339,5157,1317138,8.332307692307692,0.5215384615384615
846868260,77,600,536,44,756,149559,7.792207792207792,0.5714285714285714
846913632,537,3997,3858,288,6662,1047181,7.443202979515829,0.5363128491620112
847644184,1118,9179,9167,637,11982,2208818,8.210196779964221,0.5697674418604651
847804960,385,2712,2555,213,4561,730304,7.044155844155844,0.5532467532467532
848053155,156,1585,773,74,1677,311948,10.16025641025641,0.47435897435897434
848428975,255,2698,1116,162,2270,478038,10.580392156862745,0.6352941176470588
848489312,788,5555,4952,399,8313,1600030,7.049492385786802,0.5063451776649747
848524552,565,3881,3432,300,6178,1130707,6.869026548672567,0.5309734513274337
848702589,1944,21429,11473,1200,18580,3654701,11.023148148148149,0.6172839506172839
848881243,798,6619,5736,406,8267,1545245,8.294486215538846,0.5087719298245614
849322325,567,3677,3238,300,6701,1154238,6.485008818342152,0.5291005291005291
849402548,1262,9033,7523,643,10816,2439439,7.157686212361331,0.5095087163232963
850106369,440,3973,3345,246,4675,885349,9.029545454545454,0.5590909090909091
850258514,940,5925,5236,490,10795,1801828,6.303191489361702,0.5212765957446809
850321378,759,6071,5820,384,9175,1503762,7.998682476943347,0.5059288537549407
850350801,194,1199,861,104,1937,343737,6.180412371134021,0.5360824742268041
850420498,1351,6043,9718,723,12102,2667646,4.472982975573649,0.5351591413767579
850650680,471,3154,2283,261,5654,996065,6.6963906581740975,0.554140127388535
850700636,900,7865,7575,477,9969,1725673,8.738888888888889,0.53
850873339,456,4523,3457,238,4105,857346,9.918859649122806,0.5219298245614035
851014955,1009,8336,7298,567,11228,1961703,8.261645193260653,0.5619425173439049
851056890,1073,8058,8722,549,10808,2054011,7.509785647716682,0.5116495806150979
851184713,38,376,211,24,363,75314,9.894736842105264,0.631578947368421
851607949,663,4793,3594,329,6562,1375575,7.229260935143288,0.4962292609351433
852071075,1037,8532,7809,528,10987,1986211,8.22757955641273,0.5091610414657667
853002255,182,2040,1017,113,1647,325028,11.208791208791208,0.6208791208791209
853156889,25,175,114,18,416,52251,7.0,0.72
853169448,454,3179,2169,304,5758,855190,7.002202643171806,0.6696035242290749
853176919,495,3600,3227,251,5053,912010,7.2727272727272725,0.5070707070707071
853211285,808,3868,5823,417,8124,1653980,4.787128712871287,0.5160891089108911
853328878,1018,8776,7873,524,10379,1970375,8.620825147347741,0.5147347740667977
853656686,989,8816,6773,545,7694,1944648,8.914054600606674,0.5510616784630941
853874429,683,4742,5896,363,6795,1415580,6.942898975109809,0.5314787701317716
853878383,866,8016,5859,444,8245,1669537,9.25635103926097,0.5127020785219399
854038765,922,5640,5467,500,11260,1780881,6.117136659436008,0.5422993492407809
854089612,776,6432,4624,415,10604,1611380,8.288659793814434,0.5347938144329897
854236783,829,6686,6153,439,9560,1736617,8.065138721351026,0.5295536791314838
854565967,1190,5489,10246,610,11963,2307900,4.612605042016806,0.5126050420168067
854830276,691,7053,5694,358,5940,1258432,10.206946454413893,0.5180897250361794
854897407,1158,7993,10035,598,7807,2134482,6.9024179620034545,0.5164075993091537
854926220,369,2612,2786,189,4250,759181,7.078590785907859,0.5121951219512195
855206376,112,1350,672,70,1260,212823,12.053571428571429,0.625
855398945,828,7843,6444,439,9583,1575872,9.472222222222221,0.5301932367149759
855411343,778,4219,4232,393,8489,1552862,5.422879177377892,0.5051413881748072
855666586,563,3927,3556,297,5918,1124785,6.975133214920071,0.5275310834813499
855948916,284,3086,1245,174,2666,549629,10.866197183098592,0.6126760563380281
856051681,628,4811,4997,297,5708,1260977,7.660828025477707,0.4729299363057325
856338556,659,6416,3401,369,7244,1244391,9.735963581183611,0.5599393019726859
856964660,534,4363,3666,282,6529,1012358,8.170411985018726,0.5280898876404494
857077622,714,6388,3957,418,6642,1394920,8.946778711484594,0.5854341736694678
857088566,1889,17557,7436,1198,19415,3508128,9.29433562731604,0.6341979883536263
857106582,1259,7519,8245,640,13485,2519808,5.972200158856235,0.5083399523431295
857245575,658,6124,3289,382,7242,1149039,9.306990881458967,0.5805471124620061
857308547,1002,7817,5488,508,9775,1968663,7.801397205588822,0.5069860279441117
857442425,1350,11544,8407,728,14279,2663733,8.551111111111112,0.5392592592592592
857524015,4,43,9,4,58,4667,10.75,1.0
857775117,720,5663,4026,437,8066,1327040,7.865277777777778,0.6069444444444444
858613373,1270,8738,7975,668,18421,2618028,6.880314960629922,0.525984251968504
858704839,663,5789,5049,360,6915,1401708,8.731523378582201,0.5429864253393665
858842486,1296,12995,11593,701,12871,2532815,10.027006172839506,0.5408950617283951
858904830,790,6198,4338,406,6577,1483079,7.845569620253165,0.5139240506329114
858925554,770,7000,4955,390,7820,1519472,9.090909090909092,0.5064935064935064
859044900,875,6350,4218,454,10026,1751513,7.257142857142857,0.5188571428571429
859118081,1106,8292,6984,608,10862,2115111,7.497287522603978,0.5497287522603979
859555319,835,4880,3018,438,9907,1689072,5.844311377245509,0.5245508982035928
859687682,559,4581,2340,293,5871,1121793,8.194991055456171,0.5241502683363148
859734573,1216,12076,6452,622,13903,2311881,9.930921052631579,0.5115131578947368
860031035,462,3600,3755,249,4652,913806,7.792207792207792,0.538961038961039
860208532,937,7844,6777,468,9843,1719715,8.371398078975453,0.4994663820704376
861184523,1016,4611,4758,546,13025,2024007,4.538385826771654,0.5374015748031497
861287714,472,4299,2224,274,3814,846789,9.108050847457626,0.5805084745762712
861322129,723,5658,4352,397,7821,1394847,7.825726141078838,0.5491009681881052
861470542,1420,12821,7647,840,13909,2783211,9.028873239436619,0.5915492957746479
861808217,338,2279,1626,179,3791,664945,6.742603550295858,0.5295857988165681
861902417,992,7581,7597,516,9341,1982187,7.642137096774194,0.5201612903225806
862205610,226,1606,1198,126,2476,425074,7.106194690265487,0.5575221238938053
862305717,377,3401,1651,212,3442,700856,9.021220159151193,0.5623342175066313
862578344,142,1196,707,87,1468,237344,8.422535211267606,0.6126760563380281
862659318,582,4438,2904,289,7503,1160166,7.625429553264605,0.4965635738831615
862677566,392,3965,2492,231,3800,693529,10.114795918367347,0.5892857142857143
862793650,831,6415,5701,447,9895,1545908,7.719614921780987,0.5379061371841155
863094725,580,4414,4431,338,7728,1168011,7.610344827586207,0.5827586206896552
863470508,1075,11162,4437,616,9526,2066767,10.383255813953488,0.5730232558139535
863517252,623,3667,3051,340,7118,1225126,5.886035313001605,0.5457463884430177
863727003,1027,6370,5364,539,12948,1944654,6.2025316455696204,0.5248296007789679
863740608,570,4248,2774,322,6508,1035488,7.4526315789473685,0.5649122807017544
863778726,324,3534,2356,199,3090,635981,10.907407407407407,0.6141975308641975
864205792,638,3718,4368,320,6703,1284008,5.827586206896552,0.5015673981191222
864364265,1643,10770,10731,865,18869,2825935,6.555082166768107,0.5264759586122946
864653306,916,5945,5775,529,11338,1684460,6.490174672489083,0.5775109170305677
864874512,2116,13202,10487,1102,18865,4239077,6.239130434782608,0.5207939508506616
864908168,432,2652,2166,232,5374,832215,6.138888888888889,0.5370370370370371
864952690,1968,13262,14246,1006,21254,3912210,6.7388211382113825,0.5111788617886179
865149369,1055,7824,7967,565,10241,1925422,7.41611374407583,0.5355450236966824
865386980,466,4142,2213,288,4189,867663,8.888412017167383,0.6180257510729614
865571028,1412,10076,7790,846,15442,2556178,7.135977337110481,0.5991501416430595
865703322,551,4830,4001,297,5359,1073046,8.765880217785844,0.5390199637023594
865707104,743,6220,3816,409,8927,1432372,8.371467025572006,0.550471063257066
865832662,705,5210,4062,371,7295,1306033,7.390070921985815,0.526241134751773
865978549,1064,7368,6505,556,12158,2073259,6.924812030075188,0.5225563909774437
866493878,510,3895,2239,262,5641,997761,7.637254901960785,0.5137254901960784
866612397,265,2586,987,133,1537,451452,9.758490566037736,0.5018867924528302
866622149,590,1583,3590,303,7735,1208700,2.683050847457627,0.5135593220338983
866626250,497,3571,3001,284,5232,937554,7.185110663983903,0.5714285714285714
866838417,1977,13478,10628,1068,20451,3932360,6.817400101163379,0.5402124430955993
866856704,320,2790,1019,186,3659,651098,8.71875,0.58125
867012467,1203,8393,9409,621,11124,2109766,6.976724854530341,0.516209476309227
867250634,318,2630,2470,169,3248,602597,8.270440251572326,0.5314465408805031
867492119,1489,14367,9431,781,17299,2920423,9.648757555406313,0.5245130960376091
867758907,620,3519,3411,306,6554,1288002,5.675806451612903,0.4935483870967742
867782503,1751,11854,11721,941,18873,3293243,6.769845802398629,0.537407195888064
868458075,197,1119,1023,118,2111,386887,5.680203045685279,0.5989847715736041
868685374,1435,7179,11427,736,17097,2783226,5.002787456445993,0.5128919860627178
868757346,671,3967,3488,369,7847,1429463,5.9120715350223545,0.5499254843517138
868823095,667,6160,5256,335,4724,1246753,9.235382308845578,0.5022488755622189
868919811,252,1534,1908,150,3336,451284,6.087301587301587,0.5952380952380952
869117733,802,7894,5138,426,8819,1608605,9.8428927680798,0.5311720698254364
869157653,642,4461,3737,347,7457,1208443,6.9485981308411215,0.5404984423676013
869885916,1148,8652,11035,597,11530,2227015,7.536585365853658,0.5200348432055749
869892364,1036,8715,4189,565,10170,2046084,8.412162162162161,0.5453667953667953
870517402,567,6165,4028,303,5217,1182081,10.873015873015873,0.5343915343915344
870581152,1530,13095,9495,808,17070,2927810,8.558823529411764,0.5281045751633987
870778979,1412,6981,6996,743,16831,2716549,4.944050991501417,0.5262039660056658
870841836,621,4243,4745,311,6292,1276286,6.8325281803542675,0.500805152979066
870986182,733,5810,4007,348,7095,1412264,7.926330150068213,0.4747612551159618
871417076,391,3408,2716,209,4010,802118,8.71611253196931,0.5345268542199488
871656764,541,4219,3390,310,4844,1107065,7.7985212569316085,0.5730129390018485
871667064,896,7006,4475,473,9400,1808243,7.819196428571429,0.5279017857142857
871829518,542,3456,4350,317,6607,1093703,6.376383763837638,0.584870848708487
872023354,490,4835,3877,237,4641,977635,9.86734693877551,0.48367346938775513
872024777,1128,6734,5983,625,11576,2149804,5.969858156028369,0.5540780141843972
872082783,685,6166,4629,395,8682,1335219,9.001459854014598,0.5766423357664233
872246752,286,2685,1655,171,3204,565375,9.388111888111888,0.5979020979020979
872340163,944,5847,5352,485,9469,1909028,6.19385593220339,0.513771186440678
872352988,685,3678,5432,358,7028,1284200,5.369343065693431,0.5226277372262774
872367043,454,4129,2899,277,3817,861749,9.094713656387665,0.6101321585903083
872580873,794,4129,4417,433,9953,1627573,5.200251889168766,0.5453400503778337
872763885,1105,6490,5916,576,10952,2100138,5.873303167420814,0.5212669683257919
872933964,437,2592,2395,272,4012,780636,5.931350114416476,0.6224256292906178
873018307,1006,5991,4722,519,9956,2146135,5.955268389662028,0.5159045725646123
873169036,835,5721,6271,457,8933,1687394,6.851497005988024,0.5473053892215569
873357744,914,6928,5579,473,10265,1821232,7.579868708971554,0.5175054704595186
874587572,854,7271,4575,441,8499,1727294,8.514051522248243,0.5163934426229508
874772363,418,4573,2305,246,3899,788363,10.940191387559809,0.5885167464114832
874841229,1093,8167,6739,571,13010,2234616,7.472095150960659,0.5224153705397987
874898197,1159,10462,6954,650,13004,2093098,9.0267471958585,0.5608283002588438
874983865,1369,8349,9098,722,14321,2471611,6.098612125639153,0.5273922571219869
875261201,221,1991,1232,126,2318,387839,9.009049773755656,0.5701357466063348
875523033,971,7893,5529,505,9679,1911324,8.128733264675592,0.5200823892893924
875659698,620,4598,3032,357,7117,1269887,7.416129032258064,0.5758064516129032
875863336,400,3542,2642,222,4256,839229,8.855,0.555
876182308,953,6452,6300,514,9922,1939833,6.770199370409234,0.5393494228751312
876346925,1288,8982,8905,700,13525,2366963,6.97360248447205,0.5434782608695652
876365467,482,4541,2604,269,5601,952102,9.421161825726141,0.558091286307054
876434678,417,2653,1725,235,5379,889790,6.3621103117506,0.5635491606714629
877013863,343,2009,2358,207,3607,684832,5.857142857142857,0.6034985422740525
877384513,1010,7475,7239,507,10753,1953669,7.400990099009901,0.501980198019802
877467743,667,5077,3490,367,6512,1310591,7.611694152923538,0.5502248875562219
877521365,1789,16807,13254,906,18609,3431350,9.394633873672444,0.5064281721632197
877545577,330,3725,2300,217,3446,623854,11.287878787878787,0.6575757575757576
877571505,350,3403,1884,193,3202,691917,9.722857142857142,0.5514285714285714
878053730,261,2105,1743,140,2510,518475,8.065134099616857,0.5363984674329502
878159126,432,3093,2947,236,5124,869340,7.159722222222222,0.5462962962962963
878185514,522,3479,3877,272,4806,970851,6.664750957854406,0.5210727969348659
878429321,1309,9275,8003,665,15427,2530627,7.0855614973262036,0.5080213903743316
878674161,1733,13669,10405,895,18757,3234515,7.887478361223312,0.5164454702827467
878702388,426,4858,3034,259,3548,785669,11.4037558685446,0.607981220657277
878903781,717,5748,2954,387,8367,1455928,8.01673640167364,0.5397489539748954
878937887,899,5503,4712,473,9794,1831673,6.121245828698554,0.5261401557285873
879019794,1396,11182,4797,773,16521,2769329,8.010028653295128,0.5537249283667621
879470280,170,2123,706,124,1842,311360,12.488235294117647,0.7294117647058823
879563776,964,6740,4935,495,10041,1908584,6.991701244813278,0.5134854771784232
879584389,839,5911,4997,402,8652,1615206,7.045292014302741,0.4791418355184744
879635739,1671,11824,11519,847,17591,3395833,7.076002393776182,0.5068821065230401
879644235,825,7419,5565,422,6429,1553372,8.992727272727272,0.5115151515151515
879656894,583,6082,3925,310,5654,1112664,10.432246998284734,0.5317324185248714
879675008,327,2893,2027,190,4061,635133,8.84709480122324,0.581039755351682
879890538,214,1631,1187,131,2080,400391,7.621495327102804,0.6121495327102804
880403202,874,5376,4617,450,9336,1783505,6.151029748283753,0.5148741418764302
880449568,634,4253,4564,326,7646,1306478,6.708201892744479,0.5141955835962145
880559644,418,2836,2330,228,4456,857266,6.784688995215311,0.5454545454545454
880778780,1108,9839,6788,646,9840,2168474,8.879963898916968,0.5830324909747292
881084013,563,5270,2779,310,7069,1169684,9.36056838365897,0.5506216696269982
881113413,39,582,254,26,484,81312,14.923076923076923,0.6666666666666666
881179576,192,1006,825,94,2077,367457,5.239583333333333,0.4895833333333333
881322327,796,5149,5855,421,7544,1566666,6.46859296482412,0.5288944723618091
881436504,351,2459,1641,186,4222,720974,7.005698005698005,0.5299145299145299
881536066,853,7623,6310,446,9904,1700122,8.936694021101992,0.5228604923798359
881863136,854,6630,4866,445,7929,1658016,7.763466042154567,0.5210772833723654
882223104,1318,8102,8711,717,13499,2529436,6.147192716236722,0.5440060698027314
882359615,609,6566,4501,345,5727,1136752,10.781609195402298,0.5665024630541872
882403586,800,6512,4537,419,8876,1575023,8.14,0.52375
882459018,698,4728,3041,368,8126,1313303,6.773638968481375,0.5272206303724928
882772801,889,8763,6537,460,8146,1812150,9.857142857142858,0.5174353205849269
882851221,340,2668,1741,202,3576,607648,7.847058823529411,0.5941176470588235
882871240,593,4797,3669,311,6631,1132941,8.089376053962901,0.524451939291737
882994587,299,2625,1282,154,3194,566915,8.779264214046822,0.5150501672240803
883121777,614,4112,4955,331,7193,1299747,6.697068403908795,0.5390879478827362
883241973,371,4105,2153,199,3886,738980,11.064690026954178,0.5363881401617251
883257131,395,3464,1962,210,4380,749715,8.769620253164558,0.5316455696202531
883363638,66,923,419,50,678,126846,13.984848484848484,0.7575757575757576
883462178,51,434,356,37,563,96458,8.509803921568627,0.7254901960784313
883468901,82,967,461,57,680,142759,11.792682926829269,0.6951219512195121
883485076,950,6305,5683,493,8927,1657710,6.636842105263158,0.5189473684210526
883514680,644,4765,3593,331,7757,1339833,7.399068322981367,0.5139751552795031
883956502,1020,9397,7070,560,10837,1920195,9.212745098039216,0.5490196078431373
884145817,915,4879,5081,490,9197,1806853,5.33224043715847,0.5355191256830601
884267277,1011,8030,5934,541,10267,1934894,7.942631058358061,0.5351137487636004
884368674,280,2349,1700,171,2748,554240,8.389285714285714,0.6107142857142858
884550402,791,6203,5791,453,8202,1552685,7.841972187104931,0.572692793931732
884670514,1234,6967,6958,640,11541,2400431,5.645867098865478,0.5186385737439222
884752808,209,2035,1270,136,2307,361445,9.736842105263158,0.6507177033492823
884800301,1447,10910,11811,741,12095,2864900,7.539737387698687,0.51209398756047
884850823,315,3482,1925,190,3285,581639,11.053968253968254,0.6031746031746031
884947422,619,4126,3269,315,7109,1305281,6.665589660743134,0.5088852988691438
884965142,416,4005,2926,258,3851,831380,9.627403846153847,0.6201923076923077
885032879,835,6720,5214,434,8117,1663168,8.047904191616766,0.5197604790419161
885386861,671,5765,3031,351,6381,1336849,8.591654247391952,0.5230998509687034
885632767,329,1877,2251,199,3965,601168,5.7051671732522795,0.6048632218844985
885678359,970,7730,7768,505,9821,2029288,7.969072164948454,0.520618556701031
885940865,533,5367,3039,308,5924,1016313,10.069418386491558,0.5778611632270169
886019453,1155,9147,8467,602,12306,2201974,7.919480519480519,0.5212121212121212
886148541,995,5655,7068,620,9137,1842489,5.683417085427136,0.6231155778894473
886287170,1061,6826,9648,553,10206,2119546,6.433553251649387,0.5212064090480678
886361021,530,4491,2120,326,5829,968881,8.473584905660378,0.6150943396226415
886437731,986,8826,4997,541,10127,2071639,8.95131845841785,0.5486815415821501
886512972,628,5414,4232,342,5731,1169017,8.621019108280255,0.5445859872611465
886800724,305,2398,1511,163,3718,594243,7.862295081967213,0.5344262295081967
887009871,730,5036,4912,386,7555,1431052,6.898630136986301,0.5287671232876713
887184226,1104,9180,5456,565,12796,2322208,8.315217391304348,0.5117753623188406
887575704,503,3085,2702,254,4304,1014224,6.133200795228628,0.5049701789264414
887715845,1231,12734,9484,612,12545,2403825,10.344435418359058,0.49715678310316813
887892381,711,4854,5382,366,7929,1427109,6.827004219409282,0.5147679324894515
888030249,1324,11667,5922,875,15093,2332142,8.811933534743202,0.6608761329305136
888039193,982,10540,5805,525,11452,1973308,10.733197556008147,0.5346232179226069
888136806,1003,5340,6815,504,11268,2047318,5.3240279162512465,0.5024925224327019
888288056,871,9003,4339,503,7817,1580785,10.336394948335247,0.5774971297359357
888327418,1715,11983,10913,913,17447,3235783,6.987172011661808,0.5323615160349854
888517309,919,5075,7065,482,10045,1780644,5.522306855277476,0.5244831338411317
888853854,1559,14222,11509,854,15319,2618989,9.122514432328416,0.5477870429762668
889372521,460,3527,2188,249,5049,957852,7.667391304347826,0.5413043478260869
889457024,937,7241,4937,520,8220,1645413,7.727854855923159,0.5549626467449307
889598702,578,5438,3216,288,5946,1197595,9.408304498269896,0.4982698961937716
889644423,1031,7776,5637,569,9494,2147171,7.542192046556741,0.5518913676042677
889715734,768,6246,8219,433,7270,1492749,8.1328125,0.5638020833333334
889964641,347,2817,2460,167,3970,692082,8.118155619596541,0.4812680115273775
889974010,1383,9657,7759,763,15246,2780729,6.982646420824295,0.5516992046276211
890100186,1056,7731,4826,520,11083,2165616,7.3210227272727275,0.49242424242424243
890192275,605,6105,4082,342,6203,1015380,10.090909090909092,0.5652892561983471
890260974,505,3153,3152,288,5914,936102,6.243564356435644,0.5702970297029702
890330074,561,4737,4581,284,5661,1154498,8.443850267379679,0.5062388591800356
890614631,1073,9430,6421,606,11046,2098461,8.788443616029824,0.5647716682199441
890773090,631,5883,4465,339,6171,1240696,9.323296354992076,0.5372424722662441
890872864,394,3250,2536,232,4096,691640,8.248730964467006,0.5888324873096447
890879631,726,4303,5325,386,8624,1565826,5.926997245179064,0.5316804407713499
890887391,229,1931,1397,136,2592,421747,8.43231441048035,0.5938864628820961
890938278,1022,7428,7818,540,8369,1987357,7.268101761252447,0.5283757338551859
890991045,735,4494,4483,365,9033,1495908,6.114285714285714,0.4965986394557823
890991238,653,2346,4225,338,7869,1316382,3.5926493108728943,0.5176110260336907
891136769,1032,8778,5989,581,10878,1814904,8.505813953488373,0.562984496124031
891444705,859,6271,5656,432,9986,1776282,7.30034924330617,0.5029103608847497
891596358,303,3158,1605,194,2929,539984,10.422442244224422,0.6402640264026402
891647548,1042,11390,5469,561,11112,2186642,10.930902111324377,0.5383877159309021
891651010,539,3964,3742,283,5707,1021125,7.354359925788497,0.5250463821892394
891695663,514,3599,1907,268,4504,1012418,7.001945525291829,0.5214007782101168
892100990,594,4399,3911,316,6374,1194605,7.405723905723906,0.531986531986532
892150590,920,5046,5859,512,10686,1785340,5.484782608695652,0.5565217391304348
892154496,1301,12996,10516,676,13304,2729893,9.98923904688701,0.5196003074558032
892327374,1465,10272,9987,745,11230,2925348,7.01160409556314,0.5085324232081911
892671801,407,2407,2263,242,5392,805316,5.914004914004914,0.5945945945945946
893067952,740,3181,4291,410,8527,1242589,4.298648648648649,0.5540540540540541
893271106,870,7623,6603,446,9821,1846572,8.76206896551724,0.5126436781609195
893292607,1971,13908,13252,995,17757,3754947,7.056316590563166,0.5048198883815322
893293233,561,3415,3567,302,5508,1097456,6.087344028520499,0.5383244206773619
893392447,934,8461,5357,612,7949,1644602,9.058886509635974,0.6552462526766595
893510447,399,2958,2373,226,4469,725114,7.413533834586466,0.5664160401002506
893758211,1191,8745,6054,580,12703,2357861,7.342569269521411,0.4869857262804366
893866336,1269,7460,9020,641,12993,2619670,5.878644602048857,0.5051221434200157
893908921,700,5301,5490,364,6698,1371140,7.572857142857143,0.52
893938612,28,397,115,25,352,48440,14.178571428571429,0.8928571428571429
894508741,714,6900,3728,388,6428,1322068,9.663865546218487,0.5434173669467787
894554009,1066,10663,8106,569,9900,2199434,10.00281425891182,0.5337711069418386
894841477,556,3498,2763,281,5599,1065925,6.2913669064748206,0.5053956834532374
895035338,866,8373,5180,522,8594,1640172,9.668591224018476,0.6027713625866051
895100590,718,5525,3832,362,7795,1482675,7.694986072423398,0.5041782729805014
895129034,527,4124,4383,272,5803,1008544,7.825426944971537,0.5161290322580645
895166151,400,2494,1840,208,4267,795009,6.235,0.52
895198816,870,7070,5327,454,7229,1668037,8.126436781609195,0.5218390804597701
895417629,863,4513,5811,479,9449,1648429,5.2294322132097335,0.5550405561993047
895541792,703,6159,3935,368,8625,1289194,8.761024182076813,0.5234708392603129
895552198,793,7869,5017,499,7002,1440393,9.923076923076923,0.6292559899117276
895588232,1629,12147,9214,851,15504,3096384,7.456721915285451,0.5224063842848373
895680072,1753,9785,10808,878,18200,3370921,5.58185966913862,0.5008556759840274
895952072,853,6719,4836,439,8026,1712433,7.876905041031653,0.5146541617819461
895986795,565,4465,3334,329,6415,1044850,7.902654867256637,0.5823008849557522
896114000,1093,7240,4942,730,12561,1831091,6.623970722781336,0.6678865507776761
896143212,961,6346,6808,469,9725,1886488,6.603537981269511,0.48803329864724243
896177127,937,7259,5191,479,9448,2034348,7.747065101387407,0.5112059765208111
896222182,1010,11574,4505,549,11927,2046417,11.45940594059406,0.5435643564356436
896667274,114,434,587,65,1354,195545,3.807017543859649,0.5701754385964912
896698780,419,3401,2647,217,4252,855702,8.116945107398568,0.5178997613365155
896717985,918,8657,5173,480,9318,1842462,9.430283224400872,0.5228758169934641
896735655,426,3706,2733,254,4378,762508,8.699530516431924,0.596244131455399
896828794,950,6757,4179,472,10166,1936795,7.112631578947369,0.4968421052631579
896909867,1546,9032,11072,816,17412,3096474,5.842173350582147,0.5278137128072445
897088027,792,6356,4606,446,7451,1641018,8.025252525252526,0.5631313131313131
897108856,633,4742,4177,362,6338,1219941,7.4913112164296995,0.5718799368088467
897198287,916,7962,5067,465,10133,1876978,8.692139737991265,0.50764192139738
897208144,556,4426,2861,300,6954,1018481,7.960431654676259,0.539568345323741
897560742,1138,6560,8890,589,12972,2225431,5.764499121265378,0.5175746924428822
897715761,1601,13889,7258,908,16784,2942944,8.67520299812617,0.5671455340412243
897982175,866,6520,5522,449,7099,1647363,7.528868360277136,0.5184757505773672
898091683,1261,7744,8776,652,14109,2555961,6.141157811260904,0.5170499603489295
898141432,743,5288,5779,362,6261,1470262,7.117092866756393,0.48721399730820997
898219601,713,6587,5368,381,6927,1481290,9.23842917251052,0.5343618513323983
898514158,984,9010,6889,546,9512,1742702,9.15650406504065,0.5548780487804879
898609153,612,3493,4624,361,6757,1096651,5.707516339869281,0.5898692810457516
898866193,334,2985,1579,194,3322,653005,8.937125748502995,0.5808383233532934
898877481,496,4380,2292,311,4955,972036,8.830645161290322,0.6270161290322581
898968591,144,1163,652,80,1516,240743,8.07638888888889,0.5555555555555556
899280998,1350,7205,9355,682,14918,2577949,5.337037037037037,0.5051851851851852
899670138,258,1881,1489,141,2845,526087,7.290697674418604,0.5465116279069767
899681916,943,6556,5126,483,10940,1702195,6.952279957582184,0.5121951219512195
899754434,838,6331,7370,450,9198,1685816,7.554892601431981,0.5369928400954654
899775209,1742,18460,14199,963,17557,3322869,10.597014925373134,0.552812858783008
899923406,498,3884,3171,265,5937,1008066,7.7991967871485945,0.5321285140562249
899951439,567,1898,3505,334,7661,1140283,3.3474426807760143,0.5890652557319224
900064373,1183,6756,9491,607,13386,2434189,5.710904480135249,0.5131022823330516
900092152,892,8197,5444,467,10602,1824220,9.189461883408072,0.523542600896861
900101489,955,7820,8270,510,9582,1836271,8.188481675392671,0.5340314136125655
900123715,523,4259,2285,273,5095,972676,8.1434034416826,0.5219885277246654
900220895,1421,9175,6833,744,14640,2595942,6.456720619282196,0.5235749472202674
900259010,366,4007,2195,184,3493,729028,10.948087431693988,0.5027322404371585
900340024,2032,13174,14296,1063,22542,4089941,6.483267716535433,0.5231299212598425
900440203,135,1536,586,95,1262,229876,11.377777777777778,0.7037037037037037
900587389,1541,12268,7523,783,14051,2927521,7.961064243997404,0.5081116158338741
900605181,1698,11083,5405,865,18078,3221125,6.527090694935218,0.5094228504122497
900644650,971,6535,3940,502,10337,1978033,6.7301750772399584,0.5169927909371782
900722375,1406,7935,7763,710,15973,2865431,5.643669985775249,0.5049786628733998
900843494,483,3910,2864,285,6288,904452,8.095238095238095,0.5900621118012422
900993442,696,4981,3461,381,8245,1265271,7.156609195402299,0.5474137931034483
900994423,1240,8936,5086,841,12251,2248695,7.2064516129032254,0.6782258064516129
901342587,1298,10151,7997,678,13243,2509443,7.820493066255779,0.522342064714946
901357991,1343,13031,8948,723,11296,2494878,9.702903946388682,0.5383469843633656
901874378,1154,7412,7005,580,11521,2276243,6.422876949740035,0.5025996533795494
902512292,794,6874,4508,412,7881,1511886,8.65743073047859,0.5188916876574308
902512360,675,5123,2966,336,7471,1332138,7.58962962962963,0.49777777777777776
903147709,436,3223,3749,218,4670,880503,7.3922018348623855,0.5
903206123,522,3145,2867,299,5846,1004958,6.024904214559387,0.5727969348659003
903280527,1412,11563,6462,759,15122,2752610,8.189093484419264,0.5375354107648725
903732170,811,4026,3877,411,9545,1712683,4.964241676942047,0.5067817509247842
903732558,256,1723,1856,141,3053,509695,6.73046875,0.55078125
903755325,508,2311,2936,288,4957,1036282,4.549212598425197,0.5669291338582677
903855986,1821,15635,12666,949,18588,3599884,8.585941790225151,0.5211422295442065
904121169,761,5340,5096,411,7717,1541905,7.017082785808147,0.5400788436268068
904285166,609,4797,4818,320,6484,1232060,7.876847290640394,0.5254515599343186
904639719,503,4160,3070,268,5821,1021193,8.27037773359841,0.532803180914513
904667162,1342,10603,7566,730,14019,2469938,7.900894187779434,0.5439642324888226
904808871,677,4614,6067,365,6605,1455055,6.8153618906942395,0.5391432791728212
904835157,122,1089,380,77,1572,214219,8.926229508196721,0.6311475409836066
905176407,278,2573,2679,147,2424,542529,9.255395683453237,0.5287769784172662
905784284,294,2267,2189,169,3487,569515,7.710884353741497,0.5748299319727891
905892291,605,5456,3928,372,6174,1189766,9.018181818181818,0.6148760330578512
906011648,1089,10404,5696,602,10467,1874392,9.553719008264462,0.5528007346189164
906444516,997,5684,6715,512,9319,2027393,5.701103309929789,0.5135406218655968
906714551,21,183,117,14,251,37121,8.714285714285714,0.6666666666666666
906786548,366,2521,1952,229,3803,646597,6.887978142076503,0.6256830601092896
906820756,623,3224,4970,305,6836,1203098,5.174959871589085,0.4895666131621188
